id,sqe_master_id,roi_id,image_id_damascus,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity,reading_Order,reading_Order_Alt,uni_He_0,uni_He_1,uni_He_2,uni_He_3,uni_He_4,uni_He_5,line_ID,line_ID_Alt,attr_0,attr_1,is_Joined,commentary
283,,283,02_Frg_5ii_ROI.tif:5147-1635:1,16146,76646,49,98,1596,5044,78,207,624,2654,377,1000,,,   ,,,,,,12,,,,,
284,,284,02_Frg_5ii_ROI.tif:5158-1544:1,14664,55040,17,89,1492,5088,104,141,767,1356,738,1000,,,א,,,,,,12,,,,,
285,,285,02_Frg_5ii_ROI.tif:5168-1418:1,26754,62698,17,99,1345,5077,147,182,777,1238,808,1000,,,ה,,,,,,12,,,,,
286,,286,02_Frg_5ii_ROI.tif:5149-1313:1,13386,63255,18,110,1265,5080,97,138,761,1423,703,1000,,,ר,,,,,,12,,,,,
287,,287,02_Frg_5ii_ROI.tif:5162-1215:1,12155,59951,15,105,1173,5091,85,143,735,1682,594,1000,,,ו,,,,,,12,,,,,
288,,288,02_Frg_5ii_ROI.tif:5241-1141:1,29085,68932,17,99,1089,5103,105,277,626,2638,379,1000,,,ן,,,,,,12,,,,,
289,,289,02_Frg_5ii_ROI.tif:5174-1005:1,8684,88529,72,104,922,5148,167,52,569,3212,311,1000,,,   ,,,,,,12,,,,,
290,,290,02_Frg_5ii_ROI.tif:5181-0860:1,13530,66825,16,107,799,5126,123,110,783,1118,894,1000,,,ה,,,,,,12,,damaged,,,
291,,291,02_Frg_5ii_ROI.tif:5169-0733:1,22496,64145,14,109,659,5093,148,152,785,1027,974,1000,,,מ,,,,,,12,,,,,
292,,292,02_Frg_5ii_ROI.tif:5149-0631:1,1920,47467,17,86,607,5129,48,40,779,1200,833,1000,,,◦,,,,,,12,,damaged,,,
293,,293,02_Frg_5ii_ROI.tif:5522-3698:1,16263,62372,18,111,3640,5426,117,139,780,1188,842,1000,,,א,,,,,,13,,,,,
294,,294,02_Frg_5ii_ROI.tif:5485-3593:1,31376,78083,18,115,3519,5379,148,212,761,1432,698,1000,,,ת,,,,,,13,,,,,
295,,295,02_Frg_5ii_ROI.tif:5476-3483:1,11016,95377,65,108,3447,5400,72,153,684,2125,471,1000,,,   ,,,,,,13,,,,,
296,,296,02_Frg_5ii_ROI.tif:5492-3374:1,29200,72129,16,113,3301,5392,146,200,766,1370,730,1000,,,ה,,,,,,13,,,,,
297,,297,02_Frg_5ii_ROI.tif:5494-3234:1,16482,63125,16,109,3167,5427,123,134,784,1089,918,1000,,,א,,,,,,13,,,,,
298,,298,02_Frg_5ii_ROI.tif:5495-3142:1,8235,64414,20,103,3112,5428,61,135,673,2213,452,1000,,,ו,,,,,,13,,,,,
299,,299,02_Frg_5ii_ROI.tif:5518-3023:1,17864,67363,18,107,2965,5441,116,154,770,1328,753,1000,,,כ,,,,,,13,,,,,
300,,300,02_Frg_5ii_ROI.tif:5364-2893:1,55626,79412,17,112,2830,5145,127,438,547,3449,290,1000,,,ל,,,,,,13,,,,,
301,,301,02_Frg_5ii_ROI.tif:5493-2744:1,19264,89263,59,105,2658,5437,172,112,750,1536,651,1000,,,   ,,,,,,13,,,,,
302,,302,02_Frg_5ii_ROI.tif:5471-2625:1,9570,52805,15,102,2592,5399,66,145,675,2197,455,1000,,,ו,,,,,,13,,damaged,,y,deleted by scribe (see 3 below)
303,,303,02_Frg_5ii_ROI.tif:5454-2345:1,17690,46289,13,88,2448,5387,122,145,780,1189,841,1000,,,ח,,,,,,13,,,,y,deleted by scribe (see 2 below)
304,,304,02_Frg_5ii_ROI.tif:5457-2350:1,16170,52555,14,88,2298,5380,105,154,757,1467,682,1000,,,ב,,,,,,13,,,,y,deleted by scribe (see below)
305,,305,02_Frg_5ii_ROI.tif:5487-2511:1,35746,50341,13,97,2340,5429,293,122,652,2402,416,1000,,,◦,,,,,,13,,scribal,,1_0,scribal mark: deletion
306,,306,02_Frg_5ii_ROI.tif:5422-2228:1,8701,46394,14,91,2190,5366,77,113,757,1468,681,1000,,,ו,,,,,,13,,damaged,,y,deleted by scribe (see next sign)
307,,307,02_Frg_5ii_ROI.tif:5342-2210:1,2520,45014,17,77,2189,5312,42,60,761,1429,700,1000,,,◦,,,,,,13,,scribal,,y,scribal mark: deletion
308,,308,02_Frg_5ii_ROI.tif:5448-2033:1,21980,77304,50,98,1876,5413,314,70,468,4486,223,1000,,,   ,,,,,,13,,,,,
309,,309,02_Frg_5ii_ROI.tif:5420-1849:1,7722,58474,19,91,1822,5349,54,143,625,2648,378,1000,,,ו,,,,,,13,,,,,
310,,310,02_Frg_5ii_ROI.tif:5431-1769:1,13289,57454,17,92,1721,5363,97,137,762,1412,708,1000,,,ח,,,,,,13,,,,,
311,,311,02_Frg_5ii_ROI.tif:5440-1469:1,21842,61421,21,95,1567,5346,134,163,778,1216,822,1000,,,ב,,,,,,13,,,,,
312,,312,02_Frg_5ii_ROI.tif:5429-1633:1,31185,73172,43,102,1378,5335,189,165,782,1145,873,1000,,,   ,,,,,,13,,,,,
313,,313,02_Frg_5ii_ROI.tif:5409-1303:1,17750,68035,20,103,1232,5347,142,125,782,1136,880,1000,,,ב,,,,,,13,,damaged,,,
314,,314,02_Frg_5ii_ROI.tif:5433-1133:1,25632,66248,14,105,1061,5344,144,178,777,1236,809,1000,,,ד,,,,,,13,,,,,
315,,315,02_Frg_5ii_ROI.tif:5447-0961:1,38606,70849,15,108,862,5350,199,194,785,1026,975,1000,,,ם,,,,,,13,,,,,
316,,316,02_Frg_5ii_ROI.tif:5713-3718:1,16380,69913,17,116,3653,5650,130,126,785,1032,969,1000,,,ב,,,,,,14,,,,,
317,,317,02_Frg_5ii_ROI.tif:5708-3622:1,9600,76400,19,120,3585,5644,75,128,732,1707,586,1000,,,י,,,,,,14,,,,,
318,,318,02_Frg_5ii_ROI.tif:5725-3502:1,35335,76581,15,115,3410,5630,185,191,785,1032,969,1000,,,ח,ת,,,,,14,,damaged,,,
319,,319,02_Frg_5ii_ROI.tif:5710-3293:1,38994,80160,16,114,3196,5610,194,201,785,1036,965,1000,,,ש,,,,,,14,,,,,
320,,320,02_Frg_5ii_ROI.tif:5715-3138:1,21228,81261,16,112,3080,5624,116,183,746,1578,634,1000,,,י,,,,,,14,,damaged,,,Baumgarten has scribal deletion. (?)
