id,sqe_master_id,roi_id,image_id_damascus,Area,Mean,Min,Max,BX,BY,Width,Height,Circ.,AR,Round,Solidity,reading_Order,reading_Order_Alt,uni_He_0,uni_He_1,uni_He_2,uni_He_3,uni_He_4,uni_He_5,line_ID,line_ID_Alt,attr_0,attr_1,is_Joined,commentary
,,80,Frg_2ii_א_char.tif:0001-1527-6730:1,0.002,105.431,36,255,5.523,1.231,0.034,0.052,0.75,1.537,0.651,1,88,,א,,,,,,5,,damaged,,,
,,81,Frg_2ii_א_char.tif:0001-1547-6680:1,0.007,86.119,41,255,5.463,1.226,0.072,0.096,0.768,1.345,0.744,1,89,,ז,,,,,,5,,damaged,,,
,,82,Frg_2ii_א_char.tif:0001-1564-6595:1,0.009,110.735,39,255,5.384,1.238,0.087,0.099,0.782,1.132,0.883,1,90,,נ,,,,,,5,,damaged,,,
,,83,Frg_2ii_א_char.tif:0001-1595-6411:1,0.023,100.981,22,255,5.179,1.254,0.196,0.117,0.735,1.676,0.597,1,91,,ם,,,,,,5,,damaged,,,
,,222,Frg_2ii_א_char.tif:0001-1628-6226:1,0.009,111.947,79,129,5.07,1.298,0.109,0.084,0.772,1.294,0.773,1,92,, ,,,,,,5,,,,,
,,84,Frg_2ii_א_char.tif:0001-1616-6102-84:1,0.012,77.614,24,255,4.971,1.286,0.099,0.122,0.777,1.233,0.811,1,93,,פ,,,,,,5,,damaged,,1,
,,182,Frg_2ii_א_char.tif:0001-1301-5245:1,2.19E-04,77.077,56,99,4.31,1.063,0.014,0.016,0.783,1.118,0.895,1,93,,פ,,,,,,5,,damaged,,1,
,,85,Frg_2ii_א_char.tif:0001-1655-5921:1,0.013,91.937,20,255,4.835,1.281,0.078,0.161,0.691,2.063,0.485,1,94,,ת,,,,,,5,,damaged,,,
,,183,Frg_2ii_א_char.tif:0001-1528-6053:1,1.23E-04,75.67,34,255,4.976,1.253,0.012,0.011,0.784,1.077,0.929,1,94,,-,,,,,,5,,,,,There are times when the scribe seems to rest his stylus above a letter (cf. Frg. 1a line  2; Frg. 1b  4th from the bottom on the erased word [cancellation dot?]).
,,86,Frg_2ii_א_char.tif:0001-1635-5801:1,0.017,63.996,24,128,4.708,1.283,0.133,0.125,0.785,1.066,0.938,1,95,,ח,,,,,,5,,damaged,,,
,,87,Frg_2ii_א_char.tif:0001-1664-5679:1,0.014,73.796,24,125,4.627,1.295,0.095,0.149,0.746,1.574,0.635,1,96,,ו,,,,,,5,,damaged,,,
,,223,Frg_2ii_א_char.tif:0001-1658-5560:1,0.008,102.079,28,130,4.526,1.326,0.101,0.078,0.772,1.295,0.772,1,97,, ,,,,,,5,,,,,
,,88,Frg_2ii_א_char.tif:0001-1642-5454:1,0.008,69.923,20,117,4.452,1.3,0.074,0.105,0.763,1.411,0.709,1,98,,ו,,,,,,5,,damaged,,,
,,89,Frg_2ii_א_char.tif:0001-1654-5360:1,0.01,71.284,32,114,4.37,1.302,0.085,0.119,0.763,1.408,0.71,1,99,,י,,,,,,5,,,,,
,,90,Frg_2ii_א_char.tif:0001-1655-5197:1,0.018,80.237,25,122,4.206,1.299,0.144,0.127,0.782,1.136,0.88,1,100,,ש,,,,,,5,,,,,
,,91,Frg_2ii_א_char.tif:0001-1672-5040:1,0.016,71.806,24,126,4.083,1.315,0.13,0.122,0.785,1.068,0.937,1,101,,מ,,,,,,5,,,,,
,,92,Frg_2ii_א_char.tif:0001-1670-4919:1,0.01,70.604,40,109,4.004,1.318,0.09,0.114,0.774,1.275,0.784,1,102,,ע,,,,,,5,,,,,
,,93,Frg_2ii_א_char.tif:0001-1691-4844:1,0.013,80.598,34,121,3.94,1.323,0.095,0.137,0.76,1.443,0.693,1,103,,ו,,,,,,5,,,,,
,,224,Frg_2ii_א_char.tif:0001-1689-4749:1,0.006,101.031,77,123,3.877,1.344,0.063,0.092,0.757,1.474,0.679,1,104,, ,,,,,,5,,,,,
,,94,Frg_2ii_א_char.tif:0001-1652-4658:1,0.012,88.71,48,123,3.79,1.289,0.087,0.142,0.74,1.632,0.613,1,105,,ע,,,,,,5,,,,,
,,95,Frg_2ii_א_char.tif:0001-1658-4571:1,0.009,93.725,41,139,3.719,1.312,0.088,0.105,0.779,1.196,0.836,1,106,,מ,,,,,,5,,damaged,,,
,,96,Frg_2ii_א_char.tif:0001-1657-4478:1,0.007,87.878,46,125,3.649,1.317,0.073,0.094,0.773,1.281,0.781,1,107,,ו,,,,,,5,,,,,
,,97,Frg_2ii_א_char.tif:0001-1713-4341:1,0.022,85.12,31,132,3.512,1.319,0.122,0.184,0.753,1.507,0.664,1,108,,ק,,,,,,5,,,,,
,,98,Frg_2ii_א_char.tif:0001-1661-4232:1,0.009,79.385,36,121,3.44,1.313,0.086,0.109,0.774,1.279,0.782,1,109,,ו,,,,,,5,,,,,
,,99,Frg_2ii_א_char.tif:0001-1680-4124:1,0.019,81.341,34,128,3.33,1.308,0.129,0.15,0.781,1.159,0.863,1,110,,ת,,,,,,5,,,,,
,,225,Frg_2ii_א_char.tif:0001-1669-3997:1,0.007,89.114,36,126,3.25,1.332,0.08,0.085,0.785,1.062,0.942,1,111,, ,,,,,,5,,,,,
,,100,Frg_2ii_א_char.tif:0001-1664-3902:1,0.008,89.069,38,131,3.174,1.319,0.077,0.102,0.769,1.333,0.75,1,112,,ו,,,,,,5,,,,,
,,101,Frg_2ii_א_char.tif:0001-1660-3816:1,0.006,83.255,48,118,3.107,1.32,0.067,0.092,0.767,1.366,0.732,1,113,,י,,,,,,5,,,,,
,,102,Frg_2ii_א_char.tif:0001-1658-3721:1,0.013,79.602,36,139,2.999,1.312,0.127,0.106,0.779,1.194,0.838,1,114,,ב,,,,,,5,,,,,
,,103,Frg_2ii_א_char.tif:0001-1677-3622:1,0.011,81.342,28,126,2.935,1.322,0.092,0.117,0.774,1.268,0.789,1,115,,י,ו,,,,,5,,,,,
,,104,Frg_2ii_א_char.tif:0001-1668-3542:1,0.009,92.195,47,137,2.878,1.31,0.075,0.125,0.736,1.67,0.599,1,116,,נ,,,,,,5,,,,,
,,105,Frg_2ii_א_char.tif:0001-1705-3452:1,0.014,106.047,52,139,2.789,1.337,0.105,0.133,0.774,1.276,0.784,1,117,,ו,,,,,,5,,,,,
,,184,Frg_2ii_א_char.tif:0001-1504-5931:1,4.39E-04,88.556,48,255,4.872,1.227,0.02,0.022,0.783,1.125,0.889,1,118,,   ,,,,,,6,,damaged,vacat,,
,,106,Frg_2ii_א_char.tif:0001-1914-5582:1,0.006,84.202,35,128,4.563,1.528,0.063,0.095,0.751,1.526,0.655,1,119,,ו,,,,,,6,,,,,
,,107,Frg_2ii_א_char.tif:0001-1923-5468:1,0.01,89.45,37,133,4.451,1.531,0.099,0.104,0.785,1.05,0.952,1,120,,ע,,,,,,6,,,,,
,,108,Frg_2ii_א_char.tif:0001-1948-5332:1,0.026,92.947,32,135,4.31,1.52,0.157,0.167,0.785,1.063,0.941,1,121,,ת,,,,,,6,,,,,
,,109,Frg_2ii_א_char.tif:0001-1957-5142:1,0.024,96.286,22,136,4.155,1.535,0.156,0.151,0.785,1.027,0.974,1,122,,ה,,,,,,6,,damaged,,,
,,226,Frg_2ii_א_char.tif:0001-1947-5014:1,0.005,108.392,30,137,4.099,1.557,0.056,0.091,0.742,1.618,0.618,1,123,, ,,,,,,6,,damaged,,,
,,110,Frg_2ii_א_char.tif:0001-1944-4890:1,0.016,94.828,51,140,3.951,1.547,0.147,0.107,0.766,1.377,0.726,1,124,,ש,,,,,,6,,,,,
,,111,Frg_2ii_א_char.tif:0001-1944-4723:1,0.013,93.89,40,125,3.831,1.544,0.112,0.113,0.785,1.007,0.993,1,125,,מ,,,,,,6,,,,,
,,112,Frg_2ii_א_char.tif:0001-1937-4594:1,0.008,97.601,61,132,3.738,1.547,0.086,0.095,0.784,1.095,0.913,1,126,,ע,,,,,,6,,,,,
,,113,Frg_2ii_א_char.tif:0001-1932-4505:1,0.01,96.066,51,134,3.668,1.529,0.08,0.122,0.751,1.526,0.655,1,127,,ו,,,,,,6,,damaged,,,
,,227,Frg_2ii_א_char.tif:0001-1924-4399:1,0.007,82.747,11,140,3.574,1.549,0.095,0.07,0.768,1.353,0.739,1,128,, ,,,,,,6,,,,,
,,114,Frg_2ii_א_char.tif:0001-1918-4282:1,0.008,93.36,34,137,3.476,1.537,0.098,0.083,0.78,1.178,0.849,1,129,,כ,,,,,,6,,,,,
,,115,Frg_2ii_א_char.tif:0001-1913-4195:1,0.011,89.834,34,136,3.407,1.515,0.093,0.119,0.774,1.274,0.785,1,130,,ו,,,,,,6,,damaged,,,
,,116,Frg_2ii_א_char.tif:0002-1833-4042:2,0.043,68.89,25,142,3.258,1.355,0.139,0.309,0.673,2.219,0.451,1,131,,ל,,,,,,6,,,,,
,,228,Frg_2ii_א_char.tif:0001-1951-3950:1,0.001,106.042,74,132,3.245,1.555,0.012,0.103,0.301,8.333,0.12,1,132,, ,,,,,,6,,,,,
,,117,Frg_2ii_א_char.tif:0001-1833-4042:1,0.043,85.494,25,138,3.258,1.355,0.139,0.309,0.673,2.219,0.451,1,133,,י,,,,,,6,,,,,
,,118,Frg_2ii_א_char.tif:0001-1954-3886:1,0.011,76.407,26,133,3.152,1.55,0.093,0.117,0.775,1.257,0.796,1,134,,ו,,,,,,6,,damaged,,,
,,119,Frg_2ii_א_char.tif:0001-1957-3781:1,0.011,87.064,39,139,3.066,1.552,0.092,0.118,0.774,1.277,0.783,1,135,,ד,,,,,,6,,damaged,,,
,,120,Frg_2ii_א_char.tif:0001-1967-3672:1,0.018,101.51,39,139,2.956,1.552,0.133,0.133,0.785,1,1,1,136,,ע,,,,,,6,,damaged,,,
,,121,Frg_2ii_א_char.tif:0001-1964-3503:1,0.01,96.961,41,137,2.833,1.566,0.101,0.1,0.785,1.008,0.992,1,137,,י,,,,,,6,,,,,
,,122,Frg_2ii_א_char.tif:0001-1983-3392:1,0.013,86.114,26,140,2.741,1.567,0.102,0.13,0.774,1.274,0.785,1,138,,כ,,,,,,7,,damaged,,,
