 ID,MY_ID,TEI-TAG,LINK,USE,Module,Note,Transcriber Short Cut,Palatte for Live Coder,Example
461,461,model.formPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.formPart.html,,dictionary,,,,
462,462,model.frontPart.drama,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.frontPart.drama.html,,TEI infrastructure,,,,
463,463,model.frontPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.frontPart.html,,TEI infrastructure,,,,
464,464,model.gLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.gLike.html,,TEI infrastructure,,,,
465,465,model.global.edit,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.global.edit.html,,TEI infrastructure,,,,
466,466,model.global,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.global.html,,TEI infrastructure,,,,
467,467,model.global.meta,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.global.meta.html,,TEI infrastructure,,,,
468,468,model.global.spoken,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.global.spoken.html,,spoken,,,,
469,469,model.glossLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.glossLike.html,,TEI infrastructure,,,,
470,470,model.gramPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.gramPart.html,,dictionary,,,,
471,471,model.graphicLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.graphicLike.html,,TEI infrastructure,,,,
472,472,model.headLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.headLike.html,,TEI infrastructure,,,,
473,473,model.highlighted,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.highlighted.html,,TEI infrastructure,,,,
474,474,model.hiLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.hiLike.html,,TEI infrastructure,,,,
475,475,model.imprintPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.imprintPart.html,,TEI infrastructure,,,,
476,476,model.inter,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.inter.html,,TEI infrastructure,,,,
477,477,model.labelLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.labelLike.html,,TEI infrastructure,,,,
478,478,model.limitedPhrase,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.limitedPhrase.html,,TEI infrastructure,,,,
479,479,model.linePart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.linePart.html,,TEI infrastructure,,,,
480,480,model.listLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.listLike.html,,TEI infrastructure,,,,
481,481,model.lLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.lLike.html,,TEI infrastructure,,,,
482,482,model.lPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.lPart.html,,TEI infrastructure,,,,
483,483,model.measureLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.measureLike.html,,TEI infrastructure,,,,
484,484,model.milestoneLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.milestoneLike.html,,TEI infrastructure,,,,
485,485,model.morphLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.morphLike.html,,dictionary,,,,
486,486,model.msItemPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.msItemPart.html,,TEI infrastructure,,,,
487,487,model.msQuoteLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.msQuoteLike.html,,TEI infrastructure,,,,
488,488,model.nameLike.agent,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.nameLike.agent.html,,TEI infrastructure,,,,
489,489,model.nameLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.nameLike.html,,TEI infrastructure,,,,
490,490,model.noteLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.noteLike.html,,TEI infrastructure,,,,
491,491,model.oddDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.oddDecl.html,,TEI infrastructure,,,,
492,492,model.oddRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.oddRef.html,,TEI infrastructure,,,,
493,493,model.offsetLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.offsetLike.html,,TEI infrastructure,,,,
494,494,model.orgPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.orgPart.html,,TEI infrastructure,,,,
495,495,model.orgStateLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.orgStateLike.html,,TEI infrastructure,,,,
496,496,model.persNamePart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.persNamePart.html,,namesdates,,,,
497,497,model.personLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.personLike.html,,TEI infrastructure,,,,
498,498,model.personPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.personPart.html,,TEI infrastructure,,,,
499,499,model.persStateLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.persStateLike.html,,TEI infrastructure,,,,
500,500,model.phrase,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.phrase.html,,TEI infrastructure,,,,
501,501,model.phrase.xml,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.phrase.xml.html,,TEI infrastructure,,,,
502,502,model.physDescPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.physDescPart.html,,TEI infrastructure,,,,
503,503,model.placeLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeLike.html,,TEI infrastructure,,,,
504,504,model.placeNamePart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeNamePart.html,,TEI infrastructure,,,,
505,505,model.placeStateLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.placeStateLike.html,,TEI infrastructure,,,,
506,506,model.pLike.front,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pLike.front.html,,TEI infrastructure,,,,
507,507,model.pLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pLike.html,,TEI infrastructure,,,,
508,508,model.pPart.data,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.data.html,,TEI infrastructure,,,,
509,509,model.pPart.edit,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.edit.html,,TEI infrastructure,,,,
510,510,model.pPart.editorial,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.editorial.html,,TEI infrastructure,,,,
511,511,model.pPart.msdesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.msdesc.html,,TEI infrastructure,,,,
512,512,model.pPart.transcriptional,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.pPart.transcriptional.html,,TEI infrastructure,,,,
513,513,model.profileDescPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.profileDescPart.html,,TEI infrastructure,,,,
514,514,model.ptrLike.form,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.ptrLike.form.html,,dictionary,,,,
515,515,model.ptrLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.ptrLike.html,,TEI infrastructure,,,,
516,516,model.qLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.qLike.html,,TEI infrastructure,,,,
517,517,model.quoteLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.quoteLike.html,,TEI infrastructure,,,,
518,518,model.rdgLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.rdgLike.html,,textcrit,,,,
519,519,model.rdgPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.rdgPart.html,,textcrit,,,,
520,520,model.recordingPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.recordingPart.html,,spoken,,,,
521,521,model.resourceLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.resourceLike.html,,TEI infrastructure,,,,
522,522,model.respLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.respLike.html,,TEI infrastructure,,,,
523,523,model.segLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.segLike.html,,TEI infrastructure,,,,
524,524,model.settingPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.settingPart.html,,TEI infrastructure,,,,
525,525,model.sourceDescPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.sourceDescPart.html,,TEI infrastructure,,,,
526,526,model.specDescLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.specDescLike.html,,TEI infrastructure,,,,
527,527,model.stageLike,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.stageLike.html,,TEI infrastructure,,,,
528,528,model.teiHeaderPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.teiHeaderPart.html,,TEI infrastructure,,,,
529,529,model.textDescPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.textDescPart.html,,TEI infrastructure,,,,
530,530,model.titlepagePart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-model.titlepagePart.html,,TEI infrastructure,,,,
531,531,moduleRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-moduleRef.html,,tagdocs,,,,
532,532,moduleSpec,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-moduleSpec.html,,tagdocs,,,,
533,533,monogr,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-monogr.html,,core,,,,
534,534,mood,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-mood.html,,dictionary,,,,
535,535,move,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-move.html,,drama,,,,
536,536,msContents,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msContents.html,,msdescription,,,,
537,537,msDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msDesc.html,,msdescription,,,,
538,538,msFrag,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msFrag.html,,,,,,
539,539,msIdentifier,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msIdentifier.html,,msdescription,,,,
540,540,msItem,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msItem.html,,msdescription,,,,
541,541,msItemStruct,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msItemStruct.html,,msdescription,,,,
542,542,msName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msName.html,,msdescription,,,,
543,543,msPart,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-msPart.html,,msdescription,,,,
544,544,musicNotation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-musicNotation.html,,msdescription,,,,
545,545,name,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-name.html,,core,,,,
546,546,nameLink,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nameLink.html,,namesdates,,,,
547,547,namespace,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-namespace.html,,header,,,,
548,548,nationality,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nationality.html,,namesdates,,,,
549,549,node,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-node.html,,nets,,,,
550,550,normalization,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-normalization.html,,header,,,,
551,551,notatedMusic,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-notatedMusic.html,,figures,,,,
552,552,note,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-note.html,,core,,,,
553,553,notesStmt,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-notesStmt.html,,header,,,,
554,554,num,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-num.html,,core,,,,
555,555,number,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-number.html,,dictionary,,,,
556,556,numeric,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-numeric.html,,iso-fs,,,,
557,557,nym,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-nym.html,,namesdates,,,,
558,558,objectDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-objectDesc.html,,msdescription,,,,
559,559,objectType,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-objectType.html,,msdescription,,,,
560,560,occupation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-occupation.html,,namesdates,,,,
561,561,offset,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-offset.html,,namesdates,,,,
562,562,opener,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-opener.html,,textStruct,,,,
563,563,oRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-oRef.html,,dictionary,,,,
564,564,org,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-org.html,,namesdates,,,,
565,565,orgName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orgName.html,,namesdates,,,,
566,566,orig,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orig.html,,core,,,,
567,567,origDate,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origDate.html,,msdescription,,,,
568,568,origin,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origin.html,,msdescription,,,,
569,569,origPlace,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-origPlace.html,,msdescription,,,,
570,570,orth,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-orth.html,,dictionary,,,,
571,571,outputRendition,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-outputRendition.html,,,,,,
572,572,oVar,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-oVar.html,,dictionary,,,deprecated,
573,573,p,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-p.html,,core,,,,
574,574,param,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-param.html,,,,,,
575,575,paramList,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-paramList.html,,,,,,
576,576,paramSpec,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-paramSpec.html,,tagdocs,,,,
577,577,particDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-particDesc.html,,corpus,,,,
578,578,pause,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pause.html,,spoken,,,,
579,579,,,,,,,,
580,580,pb,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pb.html,,core,,,,
581,581,pc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pc.html,1,analysis,Paragraphos marker?,,,
582,582,per,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-per.html,,dictionary,,,,
583,583,performance,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-performance.html,,drama,,,,
584,584,persName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-persName.html,,namesdates,,,,
585,585,person,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-person.html,,namesdates,,,,
586,586,personGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-personGrp.html,,namesdates,,,,
587,587,phr,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-phr.html,1,analysis,,,,
588,588,physDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-physDesc.html,,msdescription,,,,
589,589,place,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-place.html,,namesdates,,,,
590,590,placeName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-placeName.html,,namesdates,,,,
591,591,population,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-population.html,,namesdates,,,,
592,592,pos,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pos.html,,dictionary,,,,
593,593,postBox,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postBox.html,,core,,,,
594,594,postCode,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postCode.html,,core,,,,
595,595,postscript,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-postscript.html,,textStruct,,,,
596,596,precision,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-precision.html,,certainty,,,,
597,597,pRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pRef.html,,dictionary,,,,
598,598,prefixDef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-prefixDef.html,,header,,,,
599,599,preparedness,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-preparedness.html,,corpus,,,,
600,600,principal,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-principal.html,,header,,,,
601,601,profileDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-profileDesc.html,,header,,,,
602,602,projectDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-projectDesc.html,,header,,,,
603,603,prologue,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-prologue.html,,drama,,,,
604,604,pron,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pron.html,,dictionary,,,,
605,605,provenance,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-provenance.html,,msdescription,,,,
606,606,ptr,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ptr.html,,core,,,,
607,607,publicationStmt,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-publicationStmt.html,,header,,,,
608,608,publisher,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-publisher.html,,core,,,,
609,609,pubPlace,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pubPlace.html,,core,,,,
610,610,punctuation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-punctuation.html,,,,,,
611,611,purpose,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-purpose.html,,corpus,,,,
612,612,pVar,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-pVar.html,,dictionary,,,deprecated,
613,613,q,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-q.html,,core,,,,
614,614,quotation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-quotation.html,,header,,,,
615,615,quote,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-quote.html,,core,,,,
616,616,rdg,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rdg.html,,textcrit,,,,
617,617,rdgGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rdgGrp.html,,textcrit,,,,
618,618,re,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-re.html,,dictionary,,,,
619,619,recordHist,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recordHist.html,,msdescription,,,,
620,620,recording,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recording.html,,spoken,,,,
621,621,recordingStmt,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-recordingStmt.html,,spoken,,,,
622,622,redo,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-redo.html,,transc,,,,
623,623,ref,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-ref.html,,core,,,,
624,624,refsDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-refsDecl.html,,header,,,,
625,625,refState,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-refState.html,,header,,,,
626,626,reg,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-reg.html,,core,,,,
627,627,region,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-region.html,,namesdates,,,,
628,628,relatedItem,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-relatedItem.html,,core,,,,
629,629,relation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-relation.html,,namesdates,,,,
630,630,remarks,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-remarks.html,,tagdocs,,,,
631,631,rendition,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rendition.html,,header,,,,
632,632,repository,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-repository.html,,msdescription,,,,
633,633,residence,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-residence.html,,namesdates,,,,
634,634,resp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-resp.html,,core,,,,
635,635,respons,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-respons.html,,certainty,,,,
636,636,respStmt,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-respStmt.html,,core,,,,
637,637,restore,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-restore.html,,transc,,,,
638,638,retrace,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-retrace.html,,transc,,,,
639,639,revisionDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-revisionDesc.html,,header,,,,
640,640,rhyme,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rhyme.html,,Verse,,,,
641,641,role,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-role.html,,drama,,,,
642,642,roleDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-roleDesc.html,,drama,,,,
643,643,roleName,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-roleName.html,,namesdates,,,,
644,644,root,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-root.html,,nets,,,,
645,645,row,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-row.html,,figures,,,,
646,646,rs,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rs.html,,core,,,,
647,647,rubric,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-rubric.html,,msdescription,,,,
648,648,s,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-s.html,1,analysis,Sentence like division,,,
649,649,said,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-said.html,,core,,,,
650,650,salute,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-salute.html,,textStruct,,,,
651,651,samplingDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-samplingDecl.html,,header,,,,
652,652,schemaSpec,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-schemaSpec.html,,tagdocs,,,,
653,653,scriptDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-scriptDesc.html,,msdescription,,,,
654,654,scriptNote,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-scriptNote.html,,header,,,,
655,655,scriptStmt,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-scriptStmt.html,,spoken,,,,
656,656,seal,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-seal.html,,msdescription,,,,
657,657,sealDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sealDesc.html,,msdescription,,,,
658,658,secl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-secl.html,,transc,,,,
659,659,secFol,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-secFol.html,,msdescription,,,,
660,660,seg,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-seg.html,,linking,,,,
661,661,segmentation,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-segmentation.html,,header,,,,
662,662,sense,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sense.html,,dictionary,,,,
663,663,sequence,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sequence.html,,tagdocs,,,,
664,664,series,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-series.html,,core,,,,
665,665,seriesStmt,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-seriesStmt.html,,header,,,,
666,666,set,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-set.html,,drama,,,,
667,667,setting,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-setting.html,,corpus,,,,
668,668,settingDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-settingDesc.html,,corpus,,,,
669,669,settlement,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-settlement.html,,namesdates,,,,
670,670,sex,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sex.html,,namesdates,,,,
671,671,shift,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-shift.html,,spoken,,,,
672,672,sic,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sic.html,,core,,,,
673,673,signatures,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-signatures.html,,msdescription,,,,
674,674,signed,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-signed.html,,textStruct,,,,
675,675,soCalled,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-soCalled.html,,core,,,,
676,676,socecStatus,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-socecStatus.html,,namesdates,,,,
677,677,sound,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sound.html,,drama,,,,
678,678,source,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-source.html,,msdescription,,,,
679,679,sourceDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sourceDesc.html,,header,,,,
680,680,sourceDoc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sourceDoc.html,,transc,,,,
681,681,sp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sp.html,,core,,,,
682,682,space,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-space.html,,transc,,,,
683,683,span,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-span.html,1,analysis,,,,
684,684,spanGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-spanGrp.html,1,analysis,,,,
685,685,speaker,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-speaker.html,,core,,,,
686,686,specDesc,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-specDesc.html,,tagdocs,,,,
687,687,specGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-specGrp.html,,tagdocs,,,,
688,688,specGrpRef,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-specGrpRef.html,,tagdocs,,,,
689,689,specList,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-specList.html,,tagdocs,,,,
690,690,spGrp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-spGrp.html,,drama,,,,
691,691,sponsor,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-sponsor.html,,header,,,,
692,692,stage,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-stage.html,,core,,,,
693,693,stamp,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-stamp.html,,msdescription,,,,
694,694,state,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-state.html,,namesdates,,,,
695,695,stdVals,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-stdVals.html,,header,,,,
696,696,street,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-street.html,,core,,,,
697,697,stress,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-stress.html,,dictionary,,,,
698,698,string,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-string.html,,iso-fs,,,,
699,699,styleDefDecl,https://www.tei-c.org/release/doc/tei-p5-doc/en/html/ref-styleDefDecl.html,,header,,,,
