 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
422,T-S_10K6;1r.tif:0422,14740,41.283,0,139,1262,2429,110,134,151.203,124.122,90,0.778,1.218,0.821,1.000
423,T-S_10K6;1r.tif:0423,5395,92.202,47,131,1197,2439,65,83,93.655,73.345,90,0.774,1.277,0.783,1.000
424,T-S_10K6;1r.tif:0424,11543,70.065,0,140,1100,2424,97,119,134.277,109.453,90,0.777,1.227,0.815,1.000
425,T-S_10K6;1r.tif:0425,16500,69.059,0,162,967,2425,132,125,148.946,141.047,0,0.785,1.056,0.947,1.000
426,T-S_10K6;1r.tif:0426,14690,47.397,0,124,851,2424,113,130,146.689,127.507,90,0.782,1.150,0.869,1.000
427,T-S_10K6;1r.tif:0427,5092,48.380,0,124,819,2423,38,134,151.203,42.878,90,0.541,3.526,0.284,1.000
428,T-S_10K6;1r.tif:0428,10858,51.980,0,139,739,2434,89,122,137.662,100.426,90,0.766,1.371,0.730,1.000
429,T-S_10K6;1r.tif:0429,7392,73.320,0,134,700,2424,48,154,173.770,54.162,90,0.569,3.208,0.312,1.000
430,T-S_10K6;1r.tif:0430,7592,54.759,0,148,4198,2627,52,146,164.743,58.676,90,0.608,2.808,0.356,1.000
431,T-S_10K6;1r.tif:0431,3784,42.576,0,139,4141,2629,43,88,99.297,48.520,90,0.693,2.047,0.489,1.000
432,T-S_10K6;1r.tif:0432,25422,54.980,0,167,4016,2644,114,223,251.629,128.635,90,0.703,1.956,0.511,1.000
433,T-S_10K6;1r.tif:0433,12183,41.664,0,121,3923,2655,93,131,147.818,104.939,90,0.763,1.409,0.710,1.000
434,T-S_10K6;1r.tif:0434,4429,79.360,35,140,3881,2656,43,103,116.223,48.520,90,0.653,2.395,0.417,1.000
435,T-S_10K6;1r.tif:0435,15257,60.508,0,130,3807,2569,73,209,235.831,82.372,90,0.603,2.863,0.349,1.000
436,T-S_10K6;1r.tif:0436,11115,62.510,0,136,3718,2656,95,117,132.020,107.196,90,0.777,1.232,0.812,1.000
437,T-S_10K6;1r.tif:0437,14190,52.161,0,125,3616,2655,110,129,145.561,124.122,90,0.780,1.173,0.853,1.000
438,T-S_10K6;1r.tif:0438,5655,84.059,13,134,3551,2671,65,87,98.169,73.345,90,0.769,1.338,0.747,1.000
439,T-S_10K6;1r.tif:0439,13100,46.920,0,132,3451,2656,100,131,147.818,112.838,90,0.771,1.310,0.763,1.000
440,T-S_10K6;1r.tif:0440,4218,46.463,0,115,3414,2657,38,111,125.250,42.878,90,0.597,2.921,0.342,1.000
441,T-S_10K6;1r.tif:0441,10830,47.631,0,147,3315,2659,95,114,128.635,107.196,90,0.779,1.200,0.833,1.000
442,T-S_10K6;1r.tif:0442,13420,46.754,0,128,3205,2653,110,122,137.662,124.122,90,0.783,1.109,0.902,1.000
443,T-S_10K6;1r.tif:0443,4089,70.336,37,106,3158,2669,47,87,98.169,53.034,90,0.715,1.851,0.540,1.000
444,T-S_10K6;1r.tif:0444,14740,47.647,0,125,3048,2651,110,134,151.203,124.122,90,0.778,1.218,0.821,1.000
445,T-S_10K6;1r.tif:0445,12272,56.269,0,130,2940,2648,104,118,133.149,117.351,90,0.782,1.135,0.881,1.000
446,T-S_10K6;1r.tif:0446,17458,60.864,0,143,2850,2648,86,203,229.061,97.041,90,0.657,2.360,0.424,1.000
447,T-S_10K6;1r.tif:0447,4140,94.119,23,147,2805,2680,45,92,103.811,50.777,90,0.693,2.044,0.489,1.000
448,T-S_10K6;1r.tif:0448,21522,60.106,0,132,2703,2562,102,211,238.088,115.095,90,0.690,2.069,0.483,1.000
449,T-S_10K6;1r.tif:0449,12524,48.116,0,129,2630,2643,101,124,139.919,113.966,90,0.777,1.228,0.815,1.000
450,T-S_10K6;1r.tif:0450,10656,55.242,0,140,2536,2645,96,111,125.250,108.324,90,0.781,1.156,0.865,1.000
451,T-S_10K6;1r.tif:0451,12096,61.800,0,164,2440,2639,96,126,142.176,108.324,90,0.771,1.312,0.762,1.000
452,T-S_10K6;1r.tif:0452,3612,58.847,0,146,2400,2647,42,86,97.041,47.392,90,0.693,2.048,0.488,1.000
453,T-S_10K6;1r.tif:0453,11392,55.897,0,173,2307,2644,89,128,144.433,100.426,90,0.760,1.438,0.695,1.000
454,T-S_10K6;1r.tif:0454,14308,54.451,0,143,2223,2630,98,146,164.743,110.581,90,0.755,1.490,0.671,1.000
455,T-S_10K6;1r.tif:0455,3822,100.518,36,131,2181,2656,42,91,102.683,47.392,90,0.679,2.167,0.462,1.000
456,T-S_10K6;1r.tif:0456,12741,50.172,0,135,2088,2628,93,137,154.588,104.939,90,0.757,1.473,0.679,1.000
457,T-S_10K6;1r.tif:0457,10925,62.739,0,163,2017,2626,95,115,129.764,107.196,90,0.778,1.211,0.826,1.000
458,T-S_10K6;1r.tif:0458,10248,56.362,0,156,1934,2631,84,122,137.662,94.784,90,0.759,1.452,0.689,1.000
459,T-S_10K6;1r.tif:0459,21659,64.150,0,174,1829,2622,121,179,201.980,136.534,90,0.756,1.479,0.676,1.000
460,T-S_10K6;1r.tif:0460,1368,84.281,45,147,1810,2632,19,72,81.243,21.439,90,0.519,3.789,0.264,1.000
461,T-S_10K6;1r.tif:0461,15521,61.718,0,177,1727,2569,83,187,211.007,93.655,90,0.669,2.253,0.444,1.000
462,T-S_10K6;1r.tif:0462,13900,45.195,0,134,1648,2622,100,139,156.845,112.838,90,0.764,1.390,0.719,1.000
463,T-S_10K6;1r.tif:0463,5292,55.280,0,127,1623,2625,42,126,142.176,47.392,90,0.589,3.000,0.333,1.000
464,T-S_10K6;1r.tif:0464,44032,98.188,21,159,1279,2627,344,128,388.162,144.433,0,0.621,2.688,0.372,1.000
465,T-S_10K6;1r.tif:0465,11304,66.414,0,130,1207,2598,72,157,177.156,81.243,90,0.677,2.181,0.459,1.000
466,T-S_10K6;1r.tif:0466,5974,62.686,0,135,1139,2600,58,103,116.223,65.446,90,0.724,1.776,0.563,1.000
467,T-S_10K6;1r.tif:0467,8410,76.900,0,138,1068,2599,58,145,163.615,65.446,90,0.641,2.500,0.400,1.000
468,T-S_10K6;1r.tif:0468,14351,64.616,0,139,933,2599,113,127,143.304,127.507,90,0.783,1.124,0.890,1.000
469,T-S_10K6;1r.tif:0469,23989,68.431,0,169,769,2597,161,149,181.669,168.128,0,0.784,1.081,0.925,1.000
470,T-S_10K6;1r.tif:0470,13694,52.583,0,137,4165,2775,82,167,188.439,92.527,90,0.694,2.037,0.491,1.000
471,T-S_10K6;1r.tif:0471,8800,45.354,0,133,4097,2848,80,110,124.122,90.270,90,0.766,1.375,0.727,1.000
472,T-S_10K6;1r.tif:0472,5152,43.490,0,131,4058,2852,46,112,126.378,51.905,90,0.648,2.435,0.411,1.000
473,T-S_10K6;1r.tif:0473,10384,43.509,0,234,3971,2851,88,118,133.149,99.297,90,0.769,1.341,0.746,1.000
474,T-S_10K6;1r.tif:0474,6307,38.856,0,129,3926,2856,53,119,134.277,59.804,90,0.670,2.245,0.445,1.000
475,T-S_10K6;1r.tif:0475,15622,51.523,0,156,3833,2858,107,146,164.743,120.737,90,0.767,1.364,0.733,1.000
476,T-S_10K6;1r.tif:0476,2204,58.532,16,123,3804,2888,29,76,85.757,32.723,90,0.628,2.621,0.382,1.000
477,T-S_10K6;1r.tif:0477,13320,26.637,0,120,3693,2854,111,120,135.406,125.250,90,0.784,1.081,0.925,1.000
478,T-S_10K6;1r.tif:0478,11346,27.532,0,109,3598,2856,93,122,137.662,104.939,90,0.771,1.312,0.762,1.000
479,T-S_10K6;1r.tif:0479,9512,48.112,0,180,3525,2864,82,116,130.892,92.527,90,0.762,1.415,0.707,1.000
480,T-S_10K6;1r.tif:0480,4452,49.068,0,129,3483,2867,42,106,119.608,47.392,90,0.639,2.524,0.396,1.000
481,T-S_10K6;1r.tif:0481,10212,44.290,0,160,3407,2867,74,138,155.716,83.500,90,0.714,1.865,0.536,1.000
482,T-S_10K6;1r.tif:0482,3360,43.909,0,140,3386,2878,42,80,90.270,47.392,90,0.709,1.905,0.525,1.000
483,T-S_10K6;1r.tif:0483,11094,36.669,0,138,3306,2876,86,129,145.561,97.041,90,0.754,1.500,0.667,1.000
484,T-S_10K6;1r.tif:0484,2516,93.235,44,131,3272,2887,34,74,83.500,38.365,90,0.678,2.176,0.459,1.000
485,T-S_10K6;1r.tif:0485,11564,36.300,0,126,3174,2861,98,118,133.149,110.581,90,0.779,1.204,0.831,1.000
486,T-S_10K6;1r.tif:0486,14112,44.990,0,123,3077,2851,98,144,162.487,110.581,90,0.757,1.469,0.681,1.000
487,T-S_10K6;1r.tif:0487,12566,36.134,0,121,2975,2845,103,122,137.662,116.223,90,0.780,1.184,0.844,1.000
488,T-S_10K6;1r.tif:0488,15982,42.651,0,128,2839,2837,131,122,147.818,137.662,0,0.784,1.074,0.931,1.000
489,T-S_10K6;1r.tif:0489,10920,52.148,0,155,2754,2851,91,120,135.406,102.683,90,0.771,1.319,0.758,1.000
490,T-S_10K6;1r.tif:0490,4914,84.143,9,151,2712,2857,42,117,132.020,47.392,90,0.611,2.786,0.359,1.000
491,T-S_10K6;1r.tif:0491,18216,48.221,0,132,2574,2849,138,132,155.716,148.946,0,0.785,1.045,0.957,1.000
492,T-S_10K6;1r.tif:0492,14868,47.185,0,150,2490,2844,126,118,142.176,133.149,0,0.785,1.068,0.937,1.000
493,T-S_10K6;1r.tif:0493,12423,43.554,0,166,2387,2852,101,123,138.791,113.966,90,0.778,1.218,0.821,1.000
494,T-S_10K6;1r.tif:0494,1264,78.450,0,206,2371,2858,16,79,89.142,18.054,90,0.440,4.938,0.203,1.000
495,T-S_10K6;1r.tif:0495,10578,53.533,0,151,2285,2839,86,123,138.791,97.041,90,0.761,1.430,0.699,1.000
496,T-S_10K6;1r.tif:0496,9135,55.670,0,143,2198,2841,87,105,118.480,98.169,90,0.778,1.207,0.829,1.000
497,T-S_10K6;1r.tif:0497,4403,48.234,0,130,2161,2839,37,119,134.277,41.750,90,0.568,3.216,0.311,1.000
498,T-S_10K6;1r.tif:0498,12236,65.023,0,148,2068,2833,92,133,150.074,103.811,90,0.759,1.446,0.692,1.000
499,T-S_10K6;1r.tif:0499,2668,103.444,53,141,2039,2847,29,92,103.811,32.723,90,0.572,3.172,0.315,1.000
500,T-S_10K6;1r.tif:0500,12312,44.752,0,150,1925,2836,114,108,128.635,121.865,0,0.785,1.056,0.947,1.000
501,T-S_10K6;1r.tif:0501,9394,39.936,0,155,1872,2828,77,122,137.662,86.885,90,0.745,1.584,0.631,1.000
502,T-S_10K6;1r.tif:0502,8968,54.022,0,124,1806,2830,76,118,133.149,85.757,90,0.749,1.553,0.644,1.000
503,T-S_10K6;1r.tif:0503,3625,48.189,0,112,1780,2827,29,125,141.047,32.723,90,0.480,4.310,0.232,1.000
504,T-S_10K6;1r.tif:0504,14839,53.880,0,152,1722,2826,71,209,235.831,80.115,90,0.595,2.944,0.340,1.000
505,T-S_10K6;1r.tif:0505,5152,94.617,8,176,1666,2848,56,92,103.811,63.189,90,0.739,1.643,0.609,1.000
506,T-S_10K6;1r.tif:0506,10912,43.969,0,119,1578,2821,88,124,139.919,99.297,90,0.763,1.409,0.710,1.000
507,T-S_10K6;1r.tif:0507,14605,40.384,0,128,1479,2827,115,127,143.304,129.764,90,0.783,1.104,0.906,1.000
508,T-S_10K6;1r.tif:0508,10624,49.250,0,130,1424,2825,83,128,144.433,93.655,90,0.750,1.542,0.648,1.000
509,T-S_10K6;1r.tif:0509,12193,49.947,0,148,1344,2825,89,137,154.588,100.426,90,0.750,1.539,0.650,1.000
510,T-S_10K6;1r.tif:0510,1711,91.786,49,119,1315,2848,29,59,66.574,32.723,90,0.694,2.034,0.492,1.000
511,T-S_10K6;1r.tif:0511,10292,49.140,0,138,1232,2821,83,124,139.919,93.655,90,0.755,1.494,0.669,1.000
512,T-S_10K6;1r.tif:0512,4625,53.269,0,129,1196,2826,37,125,141.047,41.750,90,0.554,3.378,0.296,1.000
513,T-S_10K6;1r.tif:0513,10875,57.225,0,130,1128,2828,75,145,163.615,84.628,90,0.706,1.933,0.517,1.000
514,T-S_10K6;1r.tif:0514,9494,49.615,0,121,1022,2830,101,94,113.966,106.068,0,0.784,1.074,0.931,1.000
515,T-S_10K6;1r.tif:0515,3652,51.828,0,116,975,2834,44,83,93.655,49.649,90,0.711,1.886,0.530,1.000
516,T-S_10K6;1r.tif:0516,11571,43.706,0,127,893,2837,87,133,150.074,98.169,90,0.751,1.529,0.654,1.000
517,T-S_10K6;1r.tif:0517,8463,48.029,0,154,4145,3046,93,91,104.939,102.683,0,0.785,1.022,0.978,1.000
518,T-S_10K6;1r.tif:0518,9860,58.552,0,138,4062,3049,85,116,130.892,95.912,90,0.767,1.365,0.733,1.000
519,T-S_10K6;1r.tif:0519,2970,104.585,46,146,4017,3066,45,66,74.473,50.777,90,0.757,1.467,0.682,1.000
520,T-S_10K6;1r.tif:0520,10440,64.303,0,147,3927,3054,90,116,130.892,101.554,90,0.773,1.289,0.776,1.000
521,T-S_10K6;1r.tif:0521,9744,56.689,0,141,3840,3053,87,112,126.378,98.169,90,0.773,1.287,0.777,1.000
522,T-S_10K6;1r.tif:0522,3237,36.037,0,117,3803,3060,39,83,93.655,44.007,90,0.683,2.128,0.470,1.000
523,T-S_10K6;1r.tif:0523,2332,77.859,32,114,3759,3075,44,53,59.804,49.649,90,0.779,1.205,0.830,1.000
524,T-S_10K6;1r.tif:0524,9464,45.553,0,121,3668,3050,91,104,117.351,102.683,90,0.782,1.143,0.875,1.000
525,T-S_10K6;1r.tif:0525,8960,50.484,0,149,3582,3051,80,112,126.378,90.270,90,0.764,1.400,0.714,1.000
526,T-S_10K6;1r.tif:0526,19266,60.864,0,142,3488,3049,114,169,190.696,128.635,90,0.756,1.482,0.675,1.000
527,T-S_10K6;1r.tif:0527,4611,82.356,13,144,3435,3056,53,87,98.169,59.804,90,0.739,1.642,0.609,1.000
528,T-S_10K6;1r.tif:0528,10192,48.693,0,132,3337,3058,98,104,117.351,110.581,90,0.785,1.061,0.942,1.000
529,T-S_10K6;1r.tif:0529,2541,51.695,0,121,3298,3054,33,77,86.885,37.237,90,0.660,2.333,0.429,1.000
530,T-S_10K6;1r.tif:0530,13770,46.674,0,177,3199,3047,102,135,152.331,115.095,90,0.770,1.324,0.756,1.000
531,T-S_10K6;1r.tif:0531,2914,92.027,25,138,3169,3057,31,94,106.068,34.980,90,0.586,3.032,0.330,1.000
532,T-S_10K6;1r.tif:0532,9464,40.633,0,149,3077,3055,91,104,117.351,102.683,90,0.782,1.143,0.875,1.000
533,T-S_10K6;1r.tif:0533,14300,29.986,0,133,2967,3050,110,130,146.689,124.122,90,0.780,1.182,0.846,1.000
534,T-S_10K6;1r.tif:0534,21996,30.337,0,109,2882,3040,141,156,176.027,159.101,90,0.783,1.106,0.904,1.000
535,T-S_10K6;1r.tif:0535,3045,53.197,18,92,2847,3060,35,87,98.169,39.493,90,0.643,2.486,0.402,1.000
536,T-S_10K6;1r.tif:0536,14080,30.234,0,112,2737,3040,110,128,144.433,124.122,90,0.781,1.164,0.859,1.000
537,T-S_10K6;1r.tif:0537,16303,27.121,0,135,2617,3041,137,119,154.588,134.277,0,0.782,1.151,0.869,1.000
538,T-S_10K6;1r.tif:0538,12350,54.691,0,135,2528,3038,95,130,146.689,107.196,90,0.766,1.368,0.731,1.000
539,T-S_10K6;1r.tif:0539,1633,83.966,31,124,2505,3041,23,71,80.115,25.953,90,0.581,3.087,0.324,1.000
540,T-S_10K6;1r.tif:0540,11990,36.818,0,130,2395,3032,110,109,124.122,122.993,0,0.785,1.009,0.991,1.000
541,T-S_10K6;1r.tif:0541,3995,37.803,0,111,2354,3035,47,85,95.912,53.034,90,0.720,1.809,0.553,1.000
542,T-S_10K6;1r.tif:0542,13794,46.349,0,132,2231,3030,121,114,136.534,128.635,0,0.785,1.061,0.942,1.000
543,T-S_10K6;1r.tif:0543,2072,80.899,10,130,2203,3045,28,74,83.500,31.595,90,0.626,2.643,0.378,1.000
544,T-S_10K6;1r.tif:0544,12462,46.428,0,158,2110,3018,93,134,151.203,104.939,90,0.760,1.441,0.694,1.000
545,T-S_10K6;1r.tif:0545,13802,42.969,0,158,2029,3018,103,134,151.203,116.223,90,0.772,1.301,0.769,1.000
546,T-S_10K6;1r.tif:0546,5250,36.215,0,156,2003,3021,42,125,141.047,47.392,90,0.591,2.976,0.336,1.000
547,T-S_10K6;1r.tif:0547,11875,41.486,0,121,1921,3022,95,125,141.047,107.196,90,0.771,1.316,0.760,1.000
548,T-S_10K6;1r.tif:0548,1407,88.004,31,119,1900,3056,21,67,75.601,23.696,90,0.571,3.190,0.313,1.000
549,T-S_10K6;1r.tif:0549,18768,49.360,0,130,1762,3021,138,136,155.716,153.460,0,0.785,1.015,0.986,1.000
550,T-S_10K6;1r.tif:0550,21700,52.296,0,131,1707,2938,100,217,244.858,112.838,90,0.678,2.170,0.461,1.000
551,T-S_10K6;1r.tif:0551,4048,43.732,0,114,1698,3026,46,88,99.297,51.905,90,0.708,1.913,0.523,1.000
552,T-S_10K6;1r.tif:0552,12154,53.994,0,133,1600,3027,103,118,133.149,116.223,90,0.782,1.146,0.873,1.000
553,T-S_10K6;1r.tif:0553,4095,93.223,47,127,1555,3046,45,91,102.683,50.777,90,0.696,2.022,0.495,1.000
554,T-S_10K6;1r.tif:0554,13622,41.586,0,132,1457,3013,98,139,156.845,110.581,90,0.762,1.418,0.705,1.000
555,T-S_10K6;1r.tif:0555,11088,27.274,0,130,1390,3028,84,132,148.946,94.784,90,0.747,1.571,0.636,1.000
556,T-S_10K6;1r.tif:0556,11176,57.317,0,147,1314,3022,88,127,143.304,99.297,90,0.760,1.443,0.693,1.000
557,T-S_10K6;1r.tif:0557,12412,49.134,0,125,1214,3029,107,116,130.892,120.737,90,0.784,1.084,0.922,1.000
558,T-S_10K6;1r.tif:0558,1404,99.226,63,143,1188,3049,26,54,60.932,29.338,90,0.689,2.077,0.481,1.000
559,T-S_10K6;1r.tif:0559,9266,43.675,0,125,1106,3025,82,113,127.507,92.527,90,0.766,1.378,0.726,1.000
560,T-S_10K6;1r.tif:0560,4134,51.872,0,117,1063,3036,39,106,119.608,44.007,90,0.618,2.718,0.368,1.000
561,T-S_10K6;1r.tif:0561,10206,57.333,0,139,980,3028,81,126,142.176,91.399,90,0.748,1.556,0.643,1.000
562,T-S_10K6;1r.tif:0562,2920,51.894,0,131,937,3034,40,73,82.372,45.135,90,0.718,1.825,0.548,1.000
563,T-S_10K6;1r.tif:0563,10285,69.638,0,142,856,3031,85,121,136.534,95.912,90,0.761,1.424,0.702,1.000
564,T-S_10K6;1r.tif:0564,13208,65.167,0,136,753,3036,104,127,143.304,117.351,90,0.778,1.221,0.819,1.000
565,T-S_10K6;1r.tif:0565,11718,73.020,0,217,4136,3246,93,126,142.176,104.939,90,0.768,1.355,0.738,1.000
566,T-S_10K6;1r.tif:0566,8892,77.646,0,213,4072,3249,52,171,192.953,58.676,90,0.562,3.288,0.304,1.000
567,T-S_10K6;1r.tif:0567,5612,114.601,0,209,4026,3257,46,122,137.662,51.905,90,0.625,2.652,0.377,1.000
568,T-S_10K6;1r.tif:0568,11270,45.762,0,129,3928,3235,98,115,129.764,110.581,90,0.780,1.173,0.852,1.000
569,T-S_10K6;1r.tif:0569,11526,49.750,0,118,3828,3241,102,113,127.507,115.095,90,0.783,1.108,0.903,1.000
570,T-S_10K6;1r.tif:0570,11834,58.944,0,145,3744,3245,97,122,137.662,109.453,90,0.775,1.258,0.795,1.000
571,T-S_10K6;1r.tif:0571,2958,86.360,34,126,3710,3268,34,87,98.169,38.365,90,0.635,2.559,0.391,1.000
572,T-S_10K6;1r.tif:0572,1600,47.259,0,120,3670,3239,40,40,45.135,45.135,0,0.785,1.000,1.000,1.000
573,T-S_10K6;1r.tif:0573,12971,47.691,0,136,3545,3235,119,109,134.277,122.993,0,0.784,1.092,0.916,1.000
574,T-S_10K6;1r.tif:0574,9968,51.607,0,137,3457,3237,89,112,126.378,100.426,90,0.775,1.258,0.795,1.000
575,T-S_10K6;1r.tif:0575,23040,66.313,0,133,3334,3163,120,192,216.649,135.406,90,0.744,1.600,0.625,1.000
576,T-S_10K6;1r.tif:0576,2808,87.490,45,121,3307,3255,27,104,117.351,30.466,90,0.514,3.852,0.260,1.000
577,T-S_10K6;1r.tif:0577,9360,47.282,0,180,3229,3241,78,120,135.406,88.014,90,0.750,1.538,0.650,1.000
578,T-S_10K6;1r.tif:0578,19865,52.511,0,148,3095,3240,137,145,163.615,154.588,90,0.785,1.058,0.945,1.000
579,T-S_10K6;1r.tif:0579,14577,54.016,0,150,3029,3233,113,129,145.561,127.507,90,0.782,1.142,0.876,1.000
580,T-S_10K6;1r.tif:0580,5733,45.635,0,127,2979,3231,49,117,132.020,55.291,90,0.654,2.388,0.419,1.000
581,T-S_10K6;1r.tif:0581,16416,54.496,0,146,2879,3230,108,152,171.514,121.865,90,0.763,1.407,0.711,1.000
582,T-S_10K6;1r.tif:0582,1584,71.865,28,102,2855,3269,24,66,74.473,27.081,90,0.614,2.750,0.364,1.000
583,T-S_10K6;1r.tif:0583,14410,38.090,0,111,2724,3236,131,110,147.818,124.122,0,0.779,1.191,0.840,1.000
584,T-S_10K6;1r.tif:0584,3116,26.806,0,97,2698,3238,38,82,92.527,42.878,90,0.680,2.158,0.463,1.000
585,T-S_10K6;1r.tif:0585,17875,35.940,0,129,2555,3226,143,125,161.358,141.047,0,0.782,1.144,0.874,1.000
586,T-S_10K6;1r.tif:0586,4590,75.314,36,169,2510,3238,45,102,115.095,50.777,90,0.667,2.267,0.441,1.000
587,T-S_10K6;1r.tif:0587,10395,32.075,0,120,2411,3235,99,105,118.480,111.710,90,0.785,1.061,0.943,1.000
588,T-S_10K6;1r.tif:0588,20680,53.828,0,170,2318,3146,94,220,248.243,106.068,90,0.659,2.340,0.427,1.000
589,T-S_10K6;1r.tif:0589,19642,48.692,0,197,2217,3209,122,161,181.669,137.662,90,0.770,1.320,0.758,1.000
590,T-S_10K6;1r.tif:0590,5760,46.949,0,115,2188,3207,48,120,135.406,54.162,90,0.641,2.500,0.400,1.000
591,T-S_10K6;1r.tif:0591,11780,56.185,0,125,2133,3213,62,190,214.392,69.960,90,0.583,3.065,0.326,1.000
592,T-S_10K6;1r.tif:0592,2610,85.323,34,177,2104,3223,29,90,101.554,32.723,90,0.579,3.103,0.322,1.000
593,T-S_10K6;1r.tif:0593,12480,37.453,0,140,2000,3208,104,120,135.406,117.351,90,0.781,1.154,0.867,1.000
594,T-S_10K6;1r.tif:0594,15222,43.684,0,140,1876,3207,129,118,145.561,133.149,0,0.784,1.093,0.915,1.000
595,T-S_10K6;1r.tif:0595,15836,69.898,0,159,1779,3204,107,148,167.000,120.737,90,0.765,1.383,0.723,1.000
596,T-S_10K6;1r.tif:0596,5828,93.050,40,130,1718,3218,62,94,106.068,69.960,90,0.752,1.516,0.660,1.000
597,T-S_10K6;1r.tif:0597,9991,53.723,0,131,1615,3213,103,97,116.223,109.453,0,0.785,1.062,0.942,1.000
598,T-S_10K6;1r.tif:0598,14040,43.271,0,147,1496,3205,117,120,135.406,132.020,90,0.785,1.026,0.975,1.000
599,T-S_10K6;1r.tif:0599,25090,59.501,0,150,1365,3194,130,193,217.777,146.689,90,0.756,1.485,0.674,1.000
600,T-S_10K6;1r.tif:0600,1404,91.812,40,146,1329,3236,36,39,44.007,40.622,90,0.784,1.083,0.923,1.000
601,T-S_10K6;1r.tif:0601,16878,63.475,0,201,1242,3132,87,194,218.906,98.169,90,0.672,2.230,0.448,1.000
602,T-S_10K6;1r.tif:0602,3465,41.868,0,130,1228,3210,45,77,86.885,50.777,90,0.731,1.711,0.584,1.000
603,T-S_10K6;1r.tif:0603,14145,52.598,0,131,1106,3192,115,123,138.791,129.764,90,0.785,1.070,0.935,1.000
604,T-S_10K6;1r.tif:0604,8890,66.126,0,130,1037,3195,70,127,143.304,78.987,90,0.720,1.814,0.551,1.000
605,T-S_10K6;1r.tif:0605,13230,58.219,0,139,926,3191,105,126,142.176,118.480,90,0.779,1.200,0.833,1.000
606,T-S_10K6;1r.tif:0606,18318,81.025,0,147,846,3137,86,213,240.345,97.041,90,0.644,2.477,0.404,1.000
607,T-S_10K6;1r.tif:0607,15228,43.367,0,158,4129,3446,108,141,159.101,121.865,90,0.772,1.306,0.766,1.000
608,T-S_10K6;1r.tif:0608,2850,36.085,0,106,4082,3451,38,75,84.628,42.878,90,0.701,1.974,0.507,1.000
609,T-S_10K6;1r.tif:0609,12800,37.187,0,128,3979,3451,100,128,144.433,112.838,90,0.774,1.280,0.781,1.000
610,T-S_10K6;1r.tif:0610,4214,42.502,0,118,3930,3447,49,86,97.041,55.291,90,0.726,1.755,0.570,1.000
611,T-S_10K6;1r.tif:0611,2484,87.203,22,128,3884,3461,46,54,60.932,51.905,90,0.780,1.174,0.852,1.000
612,T-S_10K6;1r.tif:0612,12103,47.589,0,129,3793,3438,91,133,150.074,102.683,90,0.758,1.462,0.684,1.000
613,T-S_10K6;1r.tif:0613,4715,38.460,0,120,3751,3454,41,115,129.764,46.264,90,0.609,2.805,0.357,1.000
614,T-S_10K6;1r.tif:0614,9594,41.834,0,124,3658,3463,82,117,132.020,92.527,90,0.761,1.427,0.701,1.000
615,T-S_10K6;1r.tif:0615,4608,88.933,41,129,3610,3466,48,96,108.324,54.162,90,0.698,2.000,0.500,1.000
616,T-S_10K6;1r.tif:0616,6048,54.069,0,156,3562,3456,48,126,142.176,54.162,90,0.628,2.625,0.381,1.000
617,T-S_10K6;1r.tif:0617,3569,48.978,0,118,3514,3458,43,83,93.655,48.520,90,0.706,1.930,0.518,1.000
618,T-S_10K6;1r.tif:0618,15012,53.119,0,136,3406,3448,108,139,156.845,121.865,90,0.773,1.287,0.777,1.000
619,T-S_10K6;1r.tif:0619,17545,55.052,0,127,3299,3455,121,145,163.615,136.534,90,0.779,1.198,0.834,1.000
620,T-S_10K6;1r.tif:0620,12848,46.598,0,143,3249,3446,88,146,164.743,99.297,90,0.737,1.659,0.603,1.000
621,T-S_10K6;1r.tif:0621,2646,85.969,0,129,3207,3485,42,63,71.088,47.392,90,0.754,1.500,0.667,1.000
622,T-S_10K6;1r.tif:0622,10191,44.820,0,136,3128,3456,79,129,145.561,89.142,90,0.740,1.633,0.612,1.000
623,T-S_10K6;1r.tif:0623,15730,42.213,0,126,3020,3458,110,143,161.358,124.122,90,0.772,1.300,0.769,1.000
624,T-S_10K6;1r.tif:0624,4305,45.263,0,118,3005,3463,41,105,118.480,46.264,90,0.634,2.561,0.390,1.000
625,T-S_10K6;1r.tif:0625,13108,47.773,0,124,2891,3454,116,113,130.892,127.507,0,0.785,1.027,0.974,1.000
626,T-S_10K6;1r.tif:0626,6664,51.328,0,126,2854,3450,49,136,153.460,55.291,90,0.612,2.776,0.360,1.000
627,T-S_10K6;1r.tif:0627,1476,74.632,42,102,2818,3497,36,41,46.264,40.622,90,0.782,1.139,0.878,1.000
628,T-S_10K6;1r.tif:0628,22599,58.483,0,155,2725,3347,93,243,274.196,104.939,90,0.629,2.613,0.383,1.000
629,T-S_10K6;1r.tif:0629,12870,36.041,0,121,2653,3447,110,117,132.020,124.122,90,0.785,1.064,0.940,1.000
630,T-S_10K6;1r.tif:0630,9682,44.733,0,146,2545,3464,94,103,116.223,106.068,90,0.784,1.096,0.913,1.000
631,T-S_10K6;1r.tif:0631,9401,51.226,0,123,2470,3464,79,119,134.277,89.142,90,0.753,1.506,0.664,1.000
632,T-S_10K6;1r.tif:0632,26624,57.405,0,131,2367,3463,128,208,234.703,144.433,90,0.741,1.625,0.615,1.000
