 ,Label,Area,Mean,Min,Max,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,T-S_10K6_1v.tif:0001:T-S_10K6_1v,5600,87.254,0,143,2768,468,70,80,90.270,78.987,90,0.782,1.143,0.875,1.000
2,T-S_10K6_1v.tif:0002:T-S_10K6_1v,25333,104.965,0,152,2699,231,77,329,371.237,86.885,90,0.483,4.273,0.234,1.000
3,T-S_10K6_1v.tif:0003:T-S_10K6_1v,6624,90.388,0,145,2636,462,72,92,103.811,81.243,90,0.774,1.278,0.783,1.000
4,T-S_10K6_1v.tif:0004:T-S_10K6_1v,8455,84.411,0,194,2553,473,95,89,107.196,100.426,0,0.785,1.067,0.937,1.000
5,T-S_10K6_1v.tif:0005:T-S_10K6_1v,4590,80.143,0,137,2507,468,54,85,95.912,60.932,90,0.746,1.574,0.635,1.000
6,T-S_10K6_1v.tif:0006:T-S_10K6_1v,8118,74.653,0,167,2431,476,82,99,111.710,92.527,90,0.778,1.207,0.828,1.000
7,T-S_10K6_1v.tif:0007:T-S_10K6_1v,7007,62.950,0,140,2363,482,77,91,102.683,86.885,90,0.780,1.182,0.846,1.000
8,T-S_10K6_1v.tif:0008:T-S_10K6_1v,5360,117.545,17,142,2296,484,67,80,90.270,75.601,90,0.779,1.194,0.838,1.000
9,T-S_10K6_1v.tif:0009:T-S_10K6_1v,23920,105.164,0,163,2216,269,80,299,337.385,90.270,90,0.523,3.737,0.268,1.000
10,T-S_10K6_1v.tif:0010:T-S_10K6_1v,4662,68.116,0,141,2172,485,63,74,83.500,71.088,90,0.780,1.175,0.851,1.000
11,T-S_10K6_1v.tif:0011:T-S_10K6_1v,8554,73.163,0,154,2072,479,94,91,106.068,102.683,0,0.785,1.033,0.968,1.000
12,T-S_10K6_1v.tif:0012:T-S_10K6_1v,5890,66.748,0,146,2006,478,62,95,107.196,69.960,90,0.751,1.532,0.653,1.000
13,T-S_10K6_1v.tif:0013:T-S_10K6_1v,2464,122.339,84,144,1974,489,32,77,86.885,36.108,90,0.652,2.406,0.416,1.000
14,T-S_10K6_1v.tif:0014:T-S_10K6_1v,6984,66.937,0,143,1902,484,72,97,109.453,81.243,90,0.768,1.347,0.742,1.000
15,T-S_10K6_1v.tif:0015:T-S_10K6_1v,6588,75.924,0,150,1844,490,61,108,121.865,68.831,90,0.725,1.770,0.565,1.000
16,T-S_10K6_1v.tif:0016:T-S_10K6_1v,1120,125.785,94,148,1830,492,14,80,90.270,15.797,90,0.398,5.714,0.175,1.000
17,T-S_10K6_1v.tif:0017:T-S_10K6_1v,5757,71.060,0,154,1773,474,57,101,113.966,64.318,90,0.724,1.772,0.564,1.000
18,T-S_10K6_1v.tif:0018:T-S_10K6_1v,18080,102.609,0,163,1704,361,80,226,255.014,90.270,90,0.607,2.825,0.354,1.000
19,T-S_10K6_1v.tif:0019:T-S_10K6_1v,1440,115.389,72,141,1696,510,30,48,54.162,33.851,90,0.744,1.600,0.625,1.000
20,T-S_10K6_1v.tif:0020:T-S_10K6_1v,8008,70.934,0,142,1605,489,91,88,102.683,99.297,0,0.785,1.034,0.967,1.000
21,T-S_10K6_1v.tif:0021:T-S_10K6_1v,8034,73.011,0,140,1540,489,78,103,116.223,88.014,90,0.770,1.321,0.757,1.000
22,T-S_10K6_1v.tif:0022:T-S_10K6_1v,2520,74.237,0,143,1514,489,30,84,94.784,33.851,90,0.609,2.800,0.357,1.000
23,T-S_10K6_1v.tif:0023:T-S_10K6_1v,4700,77.426,0,151,1468,490,47,100,112.838,53.034,90,0.683,2.128,0.470,1.000
24,T-S_10K6_1v.tif:0024:T-S_10K6_1v,7931,85.815,0,203,1396,491,77,103,116.223,86.885,90,0.769,1.338,0.748,1.000
25,T-S_10K6_1v.tif:0025:T-S_10K6_1v,4300,110.573,55,172,1346,495,50,86,97.041,56.419,90,0.730,1.720,0.581,1.000
26,T-S_10K6_1v.tif:0026:T-S_10K6_1v,2871,77.077,0,140,1317,493,29,99,111.710,32.723,90,0.551,3.414,0.293,1.000
27,T-S_10K6_1v.tif:0027:T-S_10K6_1v,6660,57.719,0,132,1234,496,74,90,101.554,83.500,90,0.778,1.216,0.822,1.000
28,T-S_10K6_1v.tif:0028:T-S_10K6_1v,8556,61.026,0,143,1137,497,93,92,104.939,103.811,0,0.785,1.011,0.989,1.000
29,T-S_10K6_1v.tif:0029:T-S_10K6_1v,8500,52.695,0,129,1058,494,100,85,112.838,95.912,0,0.780,1.176,0.850,1.000
30,T-S_10K6_1v.tif:0030:T-S_10K6_1v,2142,60.440,0,142,1026,499,34,63,71.088,38.365,90,0.715,1.853,0.540,1.000
31,T-S_10K6_1v.tif:0031:T-S_10K6_1v,7744,67.547,0,141,930,493,88,88,99.297,99.297,0,0.785,1.000,1.000,1.000
32,T-S_10K6_1v.tif:0032:T-S_10K6_1v,6030,58.744,0,136,872,497,67,90,101.554,75.601,90,0.769,1.343,0.744,1.000
33,T-S_10K6_1v.tif:0033:T-S_10K6_1v,2923,115.205,52,144,835,499,37,79,89.142,41.750,90,0.682,2.135,0.468,1.000
34,T-S_10K6_1v.tif:0034:T-S_10K6_1v,16182,102.428,0,169,777,298,58,279,314.818,65.446,90,0.448,4.810,0.208,1.000
35,T-S_10K6_1v.tif:0035:T-S_10K6_1v,4896,67.492,0,145,746,494,51,96,108.324,57.547,90,0.712,1.882,0.531,1.000
36,T-S_10K6_1v.tif:0036:T-S_10K6_1v,7392,77.823,0,157,659,487,84,88,99.297,94.784,90,0.785,1.048,0.955,1.000
37,T-S_10K6_1v.tif:0037:T-S_10K6_1v,6461,66.653,0,150,583,489,71,91,102.683,80.115,90,0.773,1.282,0.780,1.000
38,T-S_10K6_1v.tif:0038:T-S_10K6_1v,2552,126.384,75,149,561,459,22,116,130.892,24.824,90,0.421,5.273,0.190,1.000
39,T-S_10K6_1v.tif:0039:T-S_10K6_1v,19525,106.182,0,168,490,313,71,275,310.304,80.115,90,0.512,3.873,0.258,1.000
40,T-S_10K6_1v.tif:0040:T-S_10K6_1v,7896,64.234,0,151,432,495,84,94,106.068,94.784,90,0.783,1.119,0.894,1.000
41,T-S_10K6_1v.tif:0041:T-S_10K6_1v,6784,71.435,0,160,379,489,64,106,119.608,72.216,90,0.737,1.656,0.604,1.000
42,T-S_10K6_1v.tif:0042:T-S_10K6_1v,1456,78.510,0,147,374,501,26,56,63.189,29.338,90,0.680,2.154,0.464,1.000
43,T-S_10K6_1v.tif:0043:T-S_10K6_1v,4400,92.540,0,156,339,494,40,110,124.122,45.135,90,0.614,2.750,0.364,1.000
44,T-S_10K6_1v.tif:0044:T-S_10K6_1v,21216,119.171,27,169,2635,629,208,102,234.703,115.095,0,0.694,2.039,0.490,1.000
45,T-S_10K6_1v.tif:0045:T-S_10K6_1v,2376,66.038,0,131,2608,633,27,88,99.297,30.466,90,0.564,3.259,0.307,1.000
46,T-S_10K6_1v.tif:0046:T-S_10K6_1v,7917,65.942,0,131,2520,636,87,91,102.683,98.169,90,0.785,1.046,0.956,1.000
47,T-S_10K6_1v.tif:0047:T-S_10K6_1v,7488,61.285,0,196,2458,640,78,96,108.324,88.014,90,0.777,1.231,0.813,1.000
48,T-S_10K6_1v.tif:0048:T-S_10K6_1v,5928,66.317,0,138,2407,645,76,78,88.014,85.757,90,0.785,1.026,0.974,1.000
49,T-S_10K6_1v.tif:0049:T-S_10K6_1v,1349,113.635,81,135,2388,648,19,71,80.115,21.439,90,0.523,3.737,0.268,1.000
50,T-S_10K6_1v.tif:0050:T-S_10K6_1v,7565,67.811,0,163,2299,638,89,85,100.426,95.912,0,0.785,1.047,0.955,1.000
51,T-S_10K6_1v.tif:0051:T-S_10K6_1v,5913,58.268,0,181,2220,644,73,81,91.399,82.372,90,0.783,1.110,0.901,1.000
52,T-S_10K6_1v.tif:0052:T-S_10K6_1v,9270,64.504,0,153,2112,643,103,90,116.223,101.554,0,0.782,1.144,0.874,1.000
53,T-S_10K6_1v.tif:0053:T-S_10K6_1v,2432,64.413,0,124,2105,644,32,76,85.757,36.108,90,0.655,2.375,0.421,1.000
54,T-S_10K6_1v.tif:0054:T-S_10K6_1v,1700,106.965,60,133,2085,641,20,85,95.912,22.568,90,0.484,4.250,0.235,1.000
55,T-S_10K6_1v.tif:0055:T-S_10K6_1v,6750,63.341,0,133,2010,643,75,90,101.554,84.628,90,0.779,1.200,0.833,1.000
56,T-S_10K6_1v.tif:0056:T-S_10K6_1v,12506,83.539,0,153,1933,580,74,169,190.696,83.500,90,0.665,2.284,0.438,1.000
57,T-S_10K6_1v.tif:0057:T-S_10K6_1v,2574,70.342,0,149,1917,642,33,78,88.014,37.237,90,0.656,2.364,0.423,1.000
58,T-S_10K6_1v.tif:0058:T-S_10K6_1v,6188,110.803,40,147,1865,613,52,119,134.277,58.676,90,0.665,2.288,0.437,1.000
59,T-S_10K6_1v.tif:0059:T-S_10K6_1v,5544,63.797,0,133,1802,644,63,88,99.297,71.088,90,0.764,1.397,0.716,1.000
60,T-S_10K6_1v.tif:0060:T-S_10K6_1v,9728,83.657,0,137,1744,588,64,152,171.514,72.216,90,0.655,2.375,0.421,1.000
61,T-S_10K6_1v.tif:0061:T-S_10K6_1v,819,108.266,67,137,1737,623,7,117,132.020,7.899,90,0.167,16.714,0.060,1.000
62,T-S_10K6_1v.tif:0062:T-S_10K6_1v,5824,63.724,0,133,1673,644,64,91,102.683,72.216,90,0.762,1.422,0.703,1.000
63,T-S_10K6_1v.tif:0063:T-S_10K6_1v,7680,64.222,0,177,1601,641,80,96,108.324,90.270,90,0.779,1.200,0.833,1.000
64,T-S_10K6_1v.tif:0064:T-S_10K6_1v,1750,67.515,0,136,1577,648,25,70,78.987,28.209,90,0.609,2.800,0.357,1.000
65,T-S_10K6_1v.tif:0065:T-S_10K6_1v,816,99.917,24,123,1562,658,16,51,57.547,18.054,90,0.571,3.187,0.314,1.000
66,T-S_10K6_1v.tif:0066:T-S_10K6_1v,5808,59.389,0,131,1496,651,66,88,99.297,74.473,90,0.769,1.333,0.750,1.000
67,T-S_10K6_1v.tif:0067:T-S_10K6_1v,4956,69.619,0,138,1442,647,59,84,94.784,66.574,90,0.761,1.424,0.702,1.000
68,T-S_10K6_1v.tif:0068:T-S_10K6_1v,1485,53.488,0,119,1413,661,27,55,62.061,30.466,90,0.694,2.037,0.491,1.000
69,T-S_10K6_1v.tif:0069:T-S_10K6_1v,13340,90.118,0,141,1304,644,115,116,130.892,129.764,90,0.785,1.009,0.991,1.000
70,T-S_10K6_1v.tif:0070:T-S_10K6_1v,1458,112.534,73,138,1286,652,18,81,91.399,20.311,90,0.467,4.500,0.222,1.000
71,T-S_10K6_1v.tif:0071:T-S_10K6_1v,3094,72.653,0,136,1252,657,34,91,102.683,38.365,90,0.622,2.676,0.374,1.000
72,T-S_10K6_1v.tif:0072:T-S_10K6_1v,5368,59.720,0,130,1189,652,61,88,99.297,68.831,90,0.760,1.443,0.693,1.000
73,T-S_10K6_1v.tif:0073:T-S_10K6_1v,5700,52.887,0,131,1130,657,57,100,112.838,64.318,90,0.726,1.754,0.570,1.000
74,T-S_10K6_1v.tif:0074:T-S_10K6_1v,12096,68.336,0,156,1087,581,72,168,189.568,81.243,90,0.660,2.333,0.429,1.000
75,T-S_10K6_1v.tif:0075:T-S_10K6_1v,6438,58.446,0,156,1030,653,74,87,98.169,83.500,90,0.780,1.176,0.851,1.000
76,T-S_10K6_1v.tif:0076:T-S_10K6_1v,1950,105.890,44,138,1004,656,26,75,84.628,29.338,90,0.601,2.885,0.347,1.000
77,T-S_10K6_1v.tif:0077:T-S_10K6_1v,6764,61.459,0,137,928,646,76,89,100.426,85.757,90,0.781,1.171,0.854,1.000
78,T-S_10K6_1v.tif:0078:T-S_10K6_1v,2784,58.558,0,135,891,651,32,87,98.169,36.108,90,0.618,2.719,0.368,1.000
79,T-S_10K6_1v.tif:0079:T-S_10K6_1v,6254,60.901,0,152,826,648,59,106,119.608,66.574,90,0.722,1.797,0.557,1.000
80,T-S_10K6_1v.tif:0080:T-S_10K6_1v,5985,62.445,0,189,787,643,63,95,107.196,71.088,90,0.753,1.508,0.663,1.000
81,T-S_10K6_1v.tif:0081:T-S_10K6_1v,6930,53.381,0,127,725,640,66,105,118.480,74.473,90,0.745,1.591,0.629,1.000
82,T-S_10K6_1v.tif:0082:T-S_10K6_1v,4257,102.528,41,135,682,655,43,99,111.710,48.520,90,0.663,2.302,0.434,1.000
83,T-S_10K6_1v.tif:0083:T-S_10K6_1v,5330,60.522,0,125,617,648,65,82,92.527,73.345,90,0.775,1.262,0.793,1.000
84,T-S_10K6_1v.tif:0084:T-S_10K6_1v,5372,66.946,0,133,547,646,68,79,89.142,76.730,90,0.781,1.162,0.861,1.000
85,T-S_10K6_1v.tif:0085:T-S_10K6_1v,5022,65.927,0,130,479,652,62,81,91.399,69.960,90,0.772,1.306,0.765,1.000
86,T-S_10K6_1v.tif:0086:T-S_10K6_1v,5073,55.337,0,135,423,647,57,89,100.426,64.318,90,0.748,1.561,0.640,1.000
87,T-S_10K6_1v.tif:0087:T-S_10K6_1v,2482,78.160,0,139,392,646,34,73,82.372,38.365,90,0.681,2.147,0.466,1.000
88,T-S_10K6_1v.tif:0088:T-S_10K6_1v,4558,79.093,0,134,2797,791,53,86,97.041,59.804,90,0.741,1.623,0.616,1.000
89,T-S_10K6_1v.tif:0089:T-S_10K6_1v,8099,72.409,0,141,2705,793,91,89,102.683,100.426,0,0.785,1.022,0.978,1.000
90,T-S_10K6_1v.tif:0090:T-S_10K6_1v,7650,66.756,0,138,2620,797,85,90,101.554,95.912,90,0.785,1.059,0.944,1.000
91,T-S_10K6_1v.tif:0091:T-S_10K6_1v,2170,62.049,0,129,2613,799,35,62,69.960,39.493,90,0.725,1.771,0.565,1.000
92,T-S_10K6_1v.tif:0092:T-S_10K6_1v,5828,59.450,0,130,2545,798,62,94,106.068,69.960,90,0.752,1.516,0.660,1.000
93,T-S_10K6_1v.tif:0093:T-S_10K6_1v,18042,110.945,27,141,2351,797,194,93,218.906,104.939,0,0.688,2.086,0.479,1.000
94,T-S_10K6_1v.tif:0094:T-S_10K6_1v,7440,65.858,0,132,2271,797,80,93,104.939,90.270,90,0.781,1.163,0.860,1.000
95,T-S_10K6_1v.tif:0095:T-S_10K6_1v,10833,85.552,0,215,2209,741,69,157,177.156,77.858,90,0.666,2.275,0.439,1.000
96,T-S_10K6_1v.tif:0096:T-S_10K6_1v,1840,108.461,57,142,2189,797,20,92,103.811,22.568,90,0.461,4.600,0.217,1.000
97,T-S_10K6_1v.tif:0097:T-S_10K6_1v,8610,66.567,0,137,2107,785,82,105,118.480,92.527,90,0.774,1.280,0.781,1.000
98,T-S_10K6_1v.tif:0098:T-S_10K6_1v,6734,59.219,0,144,2034,803,74,91,102.683,83.500,90,0.777,1.230,0.813,1.000
99,T-S_10K6_1v.tif:0099:T-S_10K6_1v,7178,60.205,0,133,1973,802,74,97,109.453,83.500,90,0.771,1.311,0.763,1.000
100,T-S_10K6_1v.tif:0100:T-S_10K6_1v,1122,103.710,78,130,1956,819,17,66,74.473,19.182,90,0.512,3.882,0.258,1.000
101,T-S_10K6_1v.tif:0101:T-S_10K6_1v,5610,69.809,0,145,1890,806,66,85,95.912,74.473,90,0.773,1.288,0.776,1.000
102,T-S_10K6_1v.tif:0102:T-S_10K6_1v,7820,58.705,0,137,1802,810,85,92,103.811,95.912,90,0.784,1.082,0.924,1.000
103,T-S_10K6_1v.tif:0103:T-S_10K6_1v,9592,64.904,0,138,1744,810,88,109,122.993,99.297,90,0.776,1.239,0.807,1.000
104,T-S_10K6_1v.tif:0104:T-S_10K6_1v,2352,100.740,69,127,1716,818,28,84,94.784,31.595,90,0.589,3.000,0.333,1.000
105,T-S_10K6_1v.tif:0105:T-S_10K6_1v,6935,64.358,0,129,1643,811,73,95,107.196,82.372,90,0.772,1.301,0.768,1.000
106,T-S_10K6_1v.tif:0106:T-S_10K6_1v,5820,55.597,0,125,1585,810,60,97,109.453,67.703,90,0.742,1.617,0.619,1.000
107,T-S_10K6_1v.tif:0107:T-S_10K6_1v,7760,55.319,0,138,1505,813,80,97,109.453,90.270,90,0.778,1.212,0.825,1.000
108,T-S_10K6_1v.tif:0108:T-S_10K6_1v,8281,63.396,0,128,1416,818,91,91,102.683,102.683,0,0.785,1.000,1.000,1.000
109,T-S_10K6_1v.tif:0109:T-S_10K6_1v,2574,99.464,54,128,1390,810,26,99,111.710,29.338,90,0.518,3.808,0.263,1.000
110,T-S_10K6_1v.tif:0110:T-S_10K6_1v,2929,61.846,0,159,1361,813,29,101,113.966,32.723,90,0.544,3.483,0.287,1.000
111,T-S_10K6_1v.tif:0111:T-S_10K6_1v,8736,63.305,0,142,1276,813,84,104,117.351,94.784,90,0.777,1.238,0.808,1.000
112,T-S_10K6_1v.tif:0112:T-S_10K6_1v,2697,66.509,0,135,1264,810,29,93,104.939,32.723,90,0.569,3.207,0.312,1.000
113,T-S_10K6_1v.tif:0113:T-S_10K6_1v,9672,62.720,0,142,1154,814,104,93,117.351,104.939,0,0.783,1.118,0.894,1.000
114,T-S_10K6_1v.tif:0114:T-S_10K6_1v,2278,69.901,0,131,1121,819,34,67,75.601,38.365,90,0.702,1.971,0.507,1.000
115,T-S_10K6_1v.tif:0115:T-S_10K6_1v,2376,62.082,0,124,1085,816,36,66,74.473,40.622,90,0.717,1.833,0.545,1.000
116,T-S_10K6_1v.tif:0116:T-S_10K6_1v,12444,67.783,0,130,971,806,122,102,137.662,115.095,0,0.779,1.196,0.836,1.000
117,T-S_10K6_1v.tif:0117:T-S_10K6_1v,3330,100.693,45,137,926,819,45,74,83.500,50.777,90,0.739,1.644,0.608,1.000
118,T-S_10K6_1v.tif:0118:T-S_10K6_1v,6970,65.886,0,133,844,809,82,85,95.912,92.527,90,0.785,1.037,0.965,1.000
119,T-S_10K6_1v.tif:0119:T-S_10K6_1v,9167,62.690,0,133,757,810,89,103,116.223,100.426,90,0.781,1.157,0.864,1.000
120,T-S_10K6_1v.tif:0120:T-S_10K6_1v,2074,63.702,0,133,743,815,34,61,68.831,38.365,90,0.722,1.794,0.557,1.000
121,T-S_10K6_1v.tif:0121:T-S_10K6_1v,6650,63.208,0,139,680,811,70,95,107.196,78.987,90,0.767,1.357,0.737,1.000
122,T-S_10K6_1v.tif:0122:T-S_10K6_1v,2376,109.250,63,143,656,804,24,99,111.710,27.081,90,0.493,4.125,0.242,1.000
123,T-S_10K6_1v.tif:0123:T-S_10K6_1v,9440,78.711,0,146,597,742,59,160,180.541,66.574,90,0.618,2.712,0.369,1.000
124,T-S_10K6_1v.tif:0124:T-S_10K6_1v,10088,57.630,0,141,511,804,97,104,117.351,109.453,90,0.784,1.072,0.933,1.000
125,T-S_10K6_1v.tif:0125:T-S_10K6_1v,8025,65.220,0,141,458,801,75,107,120.737,84.628,90,0.761,1.427,0.701,1.000
126,T-S_10K6_1v.tif:0126:T-S_10K6_1v,2176,72.193,0,133,447,809,34,64,72.216,38.365,90,0.712,1.882,0.531,1.000
127,T-S_10K6_1v.tif:0127:T-S_10K6_1v,6448,84.498,0,187,406,806,52,124,139.919,58.676,90,0.654,2.385,0.419,1.000
128,T-S_10K6_1v.tif:0128:T-S_10K6_1v,9114,64.983,0,136,2766,949,93,98,110.581,104.939,90,0.785,1.054,0.949,1.000
129,T-S_10K6_1v.tif:0129:T-S_10K6_1v,6188,74.680,0,140,2724,952,68,91,102.683,76.730,90,0.769,1.338,0.747,1.000
130,T-S_10K6_1v.tif:0130:T-S_10K6_1v,7410,67.112,0,144,2644,945,78,95,107.196,88.014,90,0.778,1.218,0.821,1.000
131,T-S_10K6_1v.tif:0131:T-S_10K6_1v,6555,71.566,0,135,2579,952,69,95,107.196,77.858,90,0.766,1.377,0.726,1.000
132,T-S_10K6_1v.tif:0132:T-S_10K6_1v,2233,133.287,56,208,2550,957,29,77,86.885,32.723,90,0.624,2.655,0.377,1.000
133,T-S_10K6_1v.tif:0133:T-S_10K6_1v,2268,68.076,0,177,2522,954,28,81,91.399,31.595,90,0.600,2.893,0.346,1.000
134,T-S_10K6_1v.tif:0134:T-S_10K6_1v,4340,70.628,0,142,2455,958,62,70,78.987,69.960,90,0.783,1.129,0.886,1.000
135,T-S_10K6_1v.tif:0135:T-S_10K6_1v,378,23.183,0,120,2371,965,21,18,23.696,20.311,0,0.781,1.167,0.857,1.000
136,T-S_10K6_1v.tif:0136:T-S_10K6_1v,8439,59.781,0,164,2365,950,87,97,109.453,98.169,90,0.783,1.115,0.897,1.000
137,T-S_10K6_1v.tif:0137:T-S_10K6_1v,10165,68.035,0,207,2299,951,95,107,120.737,107.196,90,0.783,1.126,0.888,1.000
138,T-S_10K6_1v.tif:0138:T-S_10K6_1v,2014,103.165,72,139,2280,953,19,106,119.608,21.439,90,0.405,5.579,0.179,1.000
139,T-S_10K6_1v.tif:0139:T-S_10K6_1v,5460,51.039,0,131,2210,952,70,78,88.014,78.987,90,0.783,1.114,0.897,1.000
140,T-S_10K6_1v.tif:0140:T-S_10K6_1v,7107,51.996,0,131,2153,953,69,103,116.223,77.858,90,0.755,1.493,0.670,1.000
141,T-S_10K6_1v.tif:0141:T-S_10K6_1v,2460,106.259,72,134,2123,957,30,82,92.527,33.851,90,0.616,2.733,0.366,1.000
142,T-S_10K6_1v.tif:0142:T-S_10K6_1v,1750,62.480,0,161,2098,952,25,70,78.987,28.209,90,0.609,2.800,0.357,1.000
143,T-S_10K6_1v.tif:0143:T-S_10K6_1v,7644,58.191,0,131,2010,955,84,91,102.683,94.784,90,0.784,1.083,0.923,1.000
144,T-S_10K6_1v.tif:0144:T-S_10K6_1v,7840,69.553,0,132,1929,947,80,98,110.581,90.270,90,0.777,1.225,0.816,1.000
145,T-S_10K6_1v.tif:0145:T-S_10K6_1v,9006,63.287,0,182,1855,948,79,114,128.635,89.142,90,0.760,1.443,0.693,1.000
146,T-S_10K6_1v.tif:0146:T-S_10K6_1v,2944,63.344,0,122,1832,948,32,92,103.811,36.108,90,0.602,2.875,0.348,1.000
147,T-S_10K6_1v.tif:0147:T-S_10K6_1v,1209,106.589,60,130,1819,950,13,93,104.939,14.669,90,0.338,7.154,0.140,1.000
148,T-S_10K6_1v.tif:0148:T-S_10K6_1v,9393,60.694,0,137,1718,951,101,93,113.966,104.939,0,0.784,1.086,0.921,1.000
149,T-S_10K6_1v.tif:0149:T-S_10K6_1v,5280,69.912,0,142,1685,962,48,110,124.122,54.162,90,0.664,2.292,0.436,1.000
150,T-S_10K6_1v.tif:0150:T-S_10K6_1v,3888,92.792,34,130,1649,956,36,108,121.865,40.622,90,0.589,3.000,0.333,1.000
151,T-S_10K6_1v.tif:0151:T-S_10K6_1v,6248,53.406,0,121,1578,950,71,88,99.297,80.115,90,0.776,1.239,0.807,1.000
152,T-S_10K6_1v.tif:0152:T-S_10K6_1v,5642,64.175,0,129,1512,954,62,91,102.683,69.960,90,0.757,1.468,0.681,1.000
153,T-S_10K6_1v.tif:0153:T-S_10K6_1v,10080,76.609,0,134,1435,952,84,120,135.406,94.784,90,0.761,1.429,0.700,1.000
154,T-S_10K6_1v.tif:0154:T-S_10K6_1v,2080,101.795,52,125,1415,955,20,104,117.351,22.568,90,0.425,5.200,0.192,1.000
155,T-S_10K6_1v.tif:0155:T-S_10K6_1v,7290,64.800,0,137,1334,953,81,90,101.554,91.399,90,0.783,1.111,0.900,1.000
156,T-S_10K6_1v.tif:0156:T-S_10K6_1v,7004,56.333,0,134,1262,954,68,103,116.223,76.730,90,0.752,1.515,0.660,1.000
157,T-S_10K6_1v.tif:0157:T-S_10K6_1v,2304,69.092,0,134,1241,957,32,72,81.243,36.108,90,0.669,2.250,0.444,1.000
158,T-S_10K6_1v.tif:0158:T-S_10K6_1v,7992,62.468,0,160,1171,951,72,111,125.250,81.243,90,0.750,1.542,0.649,1.000
159,T-S_10K6_1v.tif:0159:T-S_10K6_1v,2109,104.124,28,129,1152,952,19,111,125.250,21.439,90,0.392,5.842,0.171,1.000
160,T-S_10K6_1v.tif:0160:T-S_10K6_1v,11340,63.360,0,138,1047,956,105,108,121.865,118.480,90,0.785,1.029,0.972,1.000
161,T-S_10K6_1v.tif:0161:T-S_10K6_1v,8505,56.028,0,148,1001,950,81,105,118.480,91.399,90,0.772,1.296,0.771,1.000
162,T-S_10K6_1v.tif:0162:T-S_10K6_1v,4840,73.218,0,136,967,952,44,110,124.122,49.649,90,0.641,2.500,0.400,1.000
163,T-S_10K6_1v.tif:0163:T-S_10K6_1v,2704,105.830,51,141,941,957,26,104,117.351,29.338,90,0.503,4.000,0.250,1.000
164,T-S_10K6_1v.tif:0164:T-S_10K6_1v,3528,70.457,0,138,905,962,36,98,110.581,40.622,90,0.617,2.722,0.367,1.000
165,T-S_10K6_1v.tif:0165:T-S_10K6_1v,6210,66.110,0,140,830,963,69,90,101.554,77.858,90,0.772,1.304,0.767,1.000
166,T-S_10K6_1v.tif:0166:T-S_10K6_1v,2912,60.302,0,137,810,962,32,91,102.683,36.108,90,0.605,2.844,0.352,1.000
167,T-S_10K6_1v.tif:0167:T-S_10K6_1v,7623,62.826,0,156,738,961,77,99,111.710,86.885,90,0.773,1.286,0.778,1.000
168,T-S_10K6_1v.tif:0168:T-S_10K6_1v,2090,100.383,42,144,716,959,22,95,107.196,24.824,90,0.480,4.318,0.232,1.000
169,T-S_10K6_1v.tif:0169:T-S_10K6_1v,5355,60.959,0,138,653,957,63,85,95.912,71.088,90,0.768,1.349,0.741,1.000
170,T-S_10K6_1v.tif:0170:T-S_10K6_1v,9295,74.425,0,142,591,904,65,143,161.358,73.345,90,0.675,2.200,0.455,1.000
171,T-S_10K6_1v.tif:0171:T-S_10K6_1v,2170,60.703,0,142,578,961,35,62,69.960,39.493,90,0.725,1.771,0.565,1.000
172,T-S_10K6_1v.tif:0172:T-S_10K6_1v,6674,71.177,0,139,498,951,71,94,106.068,80.115,90,0.770,1.324,0.755,1.000
173,T-S_10K6_1v.tif:0173:T-S_10K6_1v,2548,75.537,0,153,472,953,28,91,102.683,31.595,90,0.565,3.250,0.308,1.000
174,T-S_10K6_1v.tif:0174:T-S_10K6_1v,9960,81.119,0,156,395,955,83,120,135.406,93.655,90,0.759,1.446,0.692,1.000
175,T-S_10K6_1v.tif:0175:T-S_10K6_1v,10385,74.913,0,140,2799,1031,67,155,174.899,75.601,90,0.662,2.313,0.432,1.000
176,T-S_10K6_1v.tif:0176:T-S_10K6_1v,5200,52.885,0,128,2769,1082,52,100,112.838,58.676,90,0.707,1.923,0.520,1.000
177,T-S_10K6_1v.tif:0177:T-S_10K6_1v,6420,49.124,0,127,2717,1086,60,107,120.737,67.703,90,0.723,1.783,0.561,1.000
178,T-S_10K6_1v.tif:0178:T-S_10K6_1v,7176,73.971,0,158,2655,1089,69,104,117.351,77.858,90,0.753,1.507,0.663,1.000
179,T-S_10K6_1v.tif:0179:T-S_10K6_1v,4032,113.420,0,139,2613,1088,42,96,108.324,47.392,90,0.665,2.286,0.438,1.000
180,T-S_10K6_1v.tif:0180:T-S_10K6_1v,6188,64.443,0,133,2545,1087,68,91,102.683,76.730,90,0.769,1.338,0.747,1.000
181,T-S_10K6_1v.tif:0181:T-S_10K6_1v,8550,57.164,0,134,2462,1093,90,95,107.196,101.554,90,0.785,1.056,0.947,1.000
182,T-S_10K6_1v.tif:0182:T-S_10K6_1v,6900,64.209,0,132,2417,1094,75,92,103.811,84.628,90,0.777,1.227,0.815,1.000
183,T-S_10K6_1v.tif:0183:T-S_10K6_1v,2112,97.607,55,134,2393,1096,24,88,99.297,27.081,90,0.529,3.667,0.273,1.000
184,T-S_10K6_1v.tif:0184:T-S_10K6_1v,7476,60.803,0,175,2304,1097,89,84,100.426,94.784,0,0.785,1.060,0.944,1.000
